organization_id,organization_name,industry,organization_size,soc_maturity,region,created_at
ORG00350,Secure Systems 00350,Finance,Enterprise,Intermediate,North India,2025-06-03
ORG00351,Secure Systems 00351,Government,Large,Intermediate,North India,2025-10-12
ORG00352,Secure Systems 00352,Healthcare,Large,Basic,North India,2024-12-31
ORG00353,Secure Systems 00353,Manufacturing,Medium,Basic,West India,2026-03-01
ORG00354,Secure Systems 00354,Manufacturing,Medium,Advanced,East India,2025-07-13
ORG00355,Secure Systems 00355,Education,Medium,Basic,North India,2025-12-13
ORG00356,Secure Systems 00356,Education,Small,Intermediate,South India,2026-01-03
ORG00357,Secure Systems 00357,Retail,Small,Intermediate,West India,2024-02-14
ORG00358,Secure Systems 00358,Government,Enterprise,Intermediate,North India,2025-06-11
ORG00359,Secure Systems 00359,Retail,Large,Intermediate,North India,2026-02-10
ORG00360,Secure Systems 00360,Manufacturing,Large,Basic,West India,2026-06-05
ORG00361,Secure Systems 00361,Government,Enterprise,Intermediate,West India,2025-03-23
ORG00362,Secure Systems 00362,Education,Enterprise,Intermediate,Central India,2024-07-10
ORG00363,Secure Systems 00363,Healthcare,Enterprise,Basic,East India,2024-09-30
ORG00364,Secure Systems 00364,Technology,Large,Intermediate,North India,2025-09-08
ORG00365,Secure Systems 00365,Manufacturing,Large,Intermediate,East India,2024-03-22
ORG00366,Secure Systems 00366,Government,Medium,Advanced,East India,2025-09-09
ORG00367,Secure Systems 00367,Education,Small,Advanced,West India,2024-12-25
ORG00368,Secure Systems 00368,Government,Large,Advanced,North India,2025-09-21
ORG00369,Secure Systems 00369,Government,Large,Advanced,South India,2024-03-17
ORG00370,Secure Systems 00370,Technology,Enterprise,Basic,South India,2024-02-01
ORG00371,Secure Systems 00371,Retail,Large,Intermediate,East India,2024-03-09
ORG00372,Secure Systems 00372,Finance,Medium,Advanced,East India,2025-08-03
ORG00373,Secure Systems 00373,Manufacturing,Enterprise,Basic,Central India,2025-01-14
ORG00374,Secure Systems 00374,Manufacturing,Enterprise,Intermediate,West India,2024-05-20
ORG00375,Secure Systems 00375,Healthcare,Small,Advanced,South India,2024-09-12
ORG00376,Secure Systems 00376,Government,Small,Intermediate,West India,2025-05-26
ORG00377,Secure Systems 00377,Education,Medium,Advanced,West India,2025-12-21
ORG00378,Secure Systems 00378,Education,Medium,Basic,South India,2025-12-11
ORG00379,Secure Systems 00379,Healthcare,Enterprise,Basic,East India,2026-05-23
ORG00380,Secure Systems 00380,Manufacturing,Large,Advanced,North India,2024-03-30
ORG00381,Secure Systems 00381,Telecommunications,Large,Basic,South India,2025-07-17
ORG00382,Secure Systems 00382,Manufacturing,Medium,Basic,South India,2026-03-23
ORG00383,Secure Systems 00383,Technology,Medium,Intermediate,North India,2026-03-22
ORG00384,Secure Systems 00384,Manufacturing,Enterprise,Advanced,South India,2025-01-04
ORG00385,Secure Systems 00385,Healthcare,Small,Intermediate,East India,2025-09-18
ORG00386,Secure Systems 00386,Education,Enterprise,Intermediate,Central India,2026-01-04
ORG00387,Secure Systems 00387,Technology,Large,Advanced,North India,2024-03-16
ORG00388,Secure Systems 00388,Education,Large,Basic,Central India,2025-04-05
ORG00389,Secure Systems 00389,Technology,Medium,Intermediate,Central India,2025-10-17
ORG00390,Secure Systems 00390,Finance,Small,Advanced,South India,2026-06-08
ORG00391,Secure Systems 00391,Technology,Medium,Intermediate,South India,2024-11-07
ORG00392,Secure Systems 00392,Telecommunications,Small,Intermediate,South India,2024-12-20
ORG00393,Secure Systems 00393,Telecommunications,Medium,Advanced,West India,2025-10-12
ORG00394,Secure Systems 00394,Healthcare,Medium,Advanced,Central India,2025-09-21
ORG00395,Secure Systems 00395,Technology,Large,Advanced,North India,2024-06-06
ORG00396,Secure Systems 00396,Finance,Small,Basic,Central India,2026-04-25
ORG00397,Secure Systems 00397,Retail,Enterprise,Advanced,North India,2024-09-28
ORG00398,Secure Systems 00398,Telecommunications,Large,Intermediate,South India,2025-05-24
ORG00399,Secure Systems 00399,Government,Large,Intermediate,North India,2026-04-04
ORG00400,Secure Systems 00400,Finance,Medium,Intermediate,East India,2025-12-06
ORG00401,Secure Systems 00401,Education,Medium,Intermediate,Central India,2025-05-10
ORG00402,Secure Systems 00402,Manufacturing,Large,Advanced,West India,2024-05-27
ORG00403,Secure Systems 00403,Technology,Large,Advanced,Central India,2025-02-12
ORG00404,Secure Systems 00404,Manufacturing,Medium,Intermediate,North India,2024-04-18
ORG00405,Secure Systems 00405,Education,Medium,Basic,North India,2024-09-30
ORG00406,Secure Systems 00406,Telecommunications,Enterprise,Advanced,East India,2024-02-21
ORG00407,Secure Systems 00407,Technology,Large,Advanced,West India,2024-09-11
ORG00408,Secure Systems 00408,Technology,Enterprise,Advanced,East India,2024-07-13
ORG00409,Secure Systems 00409,Telecommunications,Enterprise,Basic,North India,2025-05-25
ORG00410,Secure Systems 00410,Education,Medium,Basic,Central India,2025-02-06
ORG00411,Secure Systems 00411,Finance,Small,Intermediate,East India,2024-12-27
ORG00412,Secure Systems 00412,Education,Large,Advanced,North India,2025-09-03
ORG00413,Secure Systems 00413,Healthcare,Enterprise,Basic,West India,2026-05-17
ORG00414,Secure Systems 00414,Manufacturing,Enterprise,Intermediate,North India,2026-01-14
ORG00415,Secure Systems 00415,Finance,Medium,Intermediate,Central India,2025-02-14
ORG00416,Secure Systems 00416,Healthcare,Enterprise,Advanced,East India,2024-10-22
ORG00417,Secure Systems 00417,Telecommunications,Small,Basic,North India,2026-02-21
ORG00418,Secure Systems 00418,Manufacturing,Large,Advanced,West India,2025-02-07
ORG00419,Secure Systems 00419,Technology,Medium,Advanced,Central India,2026-02-12
ORG00420,Secure Systems 00420,Finance,Small,Basic,South India,2025-02-15
ORG00421,Secure Systems 00421,Manufacturing,Enterprise,Advanced,East India,2025-12-31
ORG00422,Secure Systems 00422,Technology,Large,Advanced,West India,2024-06-01
ORG00423,Secure Systems 00423,Government,Large,Advanced,West India,2024-06-15
ORG00424,Secure Systems 00424,Education,Large,Intermediate,North India,2025-06-03
ORG00425,Secure Systems 00425,Manufacturing,Small,Intermediate,Central India,2025-01-12
ORG00426,Secure Systems 00426,Finance,Enterprise,Intermediate,Central India,2024-11-11
ORG00427,Secure Systems 00427,Retail,Small,Advanced,East India,2025-08-14
ORG00428,Secure Systems 00428,Government,Medium,Advanced,South India,2024-06-23
ORG00429,Secure Systems 00429,Healthcare,Medium,Basic,East India,2024-02-02
ORG00430,Secure Systems 00430,Government,Medium,Intermediate,South India,2024-11-17
ORG00431,Secure Systems 00431,Education,Small,Advanced,South India,2025-02-24
ORG00432,Secure Systems 00432,Retail,Large,Advanced,East India,2025-06-15
ORG00433,Secure Systems 00433,Government,Large,Basic,East India,2025-06-22
ORG00434,Secure Systems 00434,Manufacturing,Large,Advanced,West India,2025-06-29
ORG00435,Secure Systems 00435,Education,Medium,Basic,West India,2025-09-16
ORG00436,Secure Systems 00436,Telecommunications,Medium,Intermediate,West India,2025-07-25
ORG00437,Secure Systems 00437,Retail,Enterprise,Intermediate,East India,2025-12-22
ORG00438,Secure Systems 00438,Telecommunications,Large,Basic,Central India,2024-12-23
ORG00439,Secure Systems 00439,Government,Enterprise,Intermediate,South India,2025-11-23
ORG00440,Secure Systems 00440,Finance,Large,Advanced,North India,2024-10-24
ORG00441,Secure Systems 00441,Education,Large,Advanced,East India,2024-12-20
ORG00442,Secure Systems 00442,Retail,Large,Advanced,West India,2024-08-07
ORG00443,Secure Systems 00443,Healthcare,Medium,Basic,North India,2024-05-20
ORG00444,Secure Systems 00444,Retail,Medium,Basic,North India,2025-11-16
ORG00445,Secure Systems 00445,Manufacturing,Enterprise,Basic,South India,2025-02-27
ORG00446,Secure Systems 00446,Technology,Enterprise,Advanced,East India,2024-01-06
ORG00447,Secure Systems 00447,Retail,Large,Intermediate,West India,2025-05-03
ORG00448,Secure Systems 00448,Finance,Small,Advanced,Central India,2025-10-23
ORG00449,Secure Systems 00449,Finance,Medium,Intermediate,South India,2024-08-25
ORG00450,Secure Systems 00450,Government,Enterprise,Basic,West India,2024-02-07
ORG00451,Secure Systems 00451,Finance,Small,Intermediate,Central India,2026-06-16
ORG00452,Secure Systems 00452,Healthcare,Large,Intermediate,East India,2025-09-09
ORG00453,Secure Systems 00453,Education,Medium,Advanced,East India,2025-10-18
ORG00454,Secure Systems 00454,Retail,Small,Intermediate,South India,2024-10-06
ORG00455,Secure Systems 00455,Education,Large,Advanced,South India,2026-01-18
ORG00456,Secure Systems 00456,Manufacturing,Large,Advanced,South India,2024-01-15
ORG00457,Secure Systems 00457,Government,Enterprise,Advanced,West India,2024-06-28
ORG00458,Secure Systems 00458,Government,Small,Basic,South India,2024-03-29
ORG00459,Secure Systems 00459,Manufacturing,Medium,Basic,West India,2025-05-03
ORG00460,Secure Systems 00460,Retail,Enterprise,Intermediate,West India,2025-01-27
ORG00461,Secure Systems 00461,Finance,Large,Advanced,West India,2024-11-05
ORG00462,Secure Systems 00462,Retail,Small,Advanced,North India,2025-12-10
ORG00463,Secure Systems 00463,Telecommunications,Medium,Intermediate,Central India,2025-04-21
ORG00464,Secure Systems 00464,Telecommunications,Small,Advanced,West India,2025-12-21
ORG00465,Secure Systems 00465,Retail,Medium,Basic,East India,2025-01-11
ORG00466,Secure Systems 00466,Education,Large,Intermediate,Central India,2024-06-05
ORG00467,Secure Systems 00467,Retail,Medium,Advanced,Central India,2025-04-27
ORG00468,Secure Systems 00468,Healthcare,Enterprise,Advanced,West India,2026-06-13
ORG00469,Secure Systems 00469,Healthcare,Small,Advanced,Central India,2024-03-20
ORG00470,Secure Systems 00470,Technology,Medium,Intermediate,Central India,2024-07-26
ORG00471,Secure Systems 00471,Healthcare,Medium,Advanced,Central India,2025-03-28
ORG00472,Secure Systems 00472,Healthcare,Enterprise,Basic,East India,2025-05-15
ORG00473,Secure Systems 00473,Government,Enterprise,Advanced,North India,2024-05-15
ORG00474,Secure Systems 00474,Education,Large,Advanced,North India,2025-07-26
ORG00475,Secure Systems 00475,Telecommunications,Small,Advanced,South India,2025-02-09
ORG00476,Secure Systems 00476,Healthcare,Small,Intermediate,West India,2025-08-15
ORG00477,Secure Systems 00477,Healthcare,Small,Basic,East India,2025-12-18
ORG00478,Secure Systems 00478,Telecommunications,Enterprise,Basic,South India,2024-02-02
ORG00479,Secure Systems 00479,Government,Large,Intermediate,East India,2026-02-23
ORG00480,Secure Systems 00480,Government,Enterprise,Basic,Central India,2026-06-09
ORG00481,Secure Systems 00481,Manufacturing,Small,Basic,Central India,2024-05-16
ORG00482,Secure Systems 00482,Technology,Medium,Basic,North India,2025-02-06
ORG00483,Secure Systems 00483,Education,Enterprise,Advanced,East India,2024-11-01
ORG00484,Secure Systems 00484,Retail,Medium,Intermediate,West India,2026-04-23
ORG00485,Secure Systems 00485,Telecommunications,Medium,Advanced,North India,2024-06-07
ORG00486,Secure Systems 00486,Government,Small,Basic,South India,2024-02-02
ORG00487,Secure Systems 00487,Healthcare,Small,Intermediate,Central India,2024-03-09
ORG00488,Secure Systems 00488,Finance,Medium,Advanced,North India,2025-11-19
ORG00489,Secure Systems 00489,Education,Medium,Advanced,South India,2025-02-15
ORG00490,Secure Systems 00490,Finance,Medium,Advanced,West India,2026-02-11
ORG00491,Secure Systems 00491,Manufacturing,Large,Basic,West India,2024-08-27
ORG00492,Secure Systems 00492,Technology,Medium,Intermediate,West India,2026-06-16
ORG00493,Secure Systems 00493,Finance,Medium,Advanced,East India,2024-10-08
ORG00494,Secure Systems 00494,Education,Small,Intermediate,East India,2025-07-23
ORG00495,Secure Systems 00495,Manufacturing,Enterprise,Intermediate,South India,2026-03-15
ORG00496,Secure Systems 00496,Government,Medium,Advanced,East India,2024-11-03
ORG00497,Secure Systems 00497,Retail,Large,Advanced,South India,2024-09-03
ORG00498,Secure Systems 00498,Education,Small,Advanced,East India,2026-04-05
ORG00499,Secure Systems 00499,Technology,Enterprise,Basic,West India,2025-03-02
ORG00500,Secure Systems 00500,Manufacturing,Small,Intermediate,West India,2024-07-27
ORG00501,Secure Systems 00501,Retail,Small,Intermediate,East India,2024-04-04
ORG00502,Secure Systems 00502,Finance,Small,Basic,Central India,2025-11-20
ORG00503,Secure Systems 00503,Retail,Enterprise,Basic,West India,2026-01-11
ORG00504,Secure Systems 00504,Finance,Medium,Basic,North India,2024-11-06
ORG00505,Secure Systems 00505,Education,Medium,Advanced,Central India,2026-02-03
ORG00506,Secure Systems 00506,Retail,Enterprise,Basic,Central India,2025-12-21
ORG00507,Secure Systems 00507,Telecommunications,Enterprise,Intermediate,Central India,2024-11-25
ORG00508,Secure Systems 00508,Manufacturing,Large,Intermediate,West India,2025-10-26
ORG00509,Secure Systems 00509,Education,Enterprise,Basic,East India,2025-06-09
ORG00510,Secure Systems 00510,Manufacturing,Medium,Intermediate,West India,2026-02-18
ORG00511,Secure Systems 00511,Finance,Medium,Advanced,South India,2025-02-27
ORG00512,Secure Systems 00512,Telecommunications,Enterprise,Intermediate,South India,2024-01-17
ORG00513,Secure Systems 00513,Manufacturing,Medium,Intermediate,Central India,2024-07-19
ORG00514,Secure Systems 00514,Retail,Enterprise,Advanced,West India,2026-05-03
ORG00515,Secure Systems 00515,Education,Enterprise,Intermediate,South India,2024-09-20
ORG00516,Secure Systems 00516,Manufacturing,Medium,Basic,Central India,2026-01-20
ORG00517,Secure Systems 00517,Technology,Small,Advanced,North India,2025-05-15
ORG00518,Secure Systems 00518,Healthcare,Small,Basic,East India,2026-05-09
ORG00519,Secure Systems 00519,Retail,Small,Advanced,South India,2024-05-20
ORG00520,Secure Systems 00520,Retail,Enterprise,Intermediate,North India,2024-01-10
ORG00521,Secure Systems 00521,Education,Enterprise,Basic,North India,2025-09-24
ORG00522,Secure Systems 00522,Government,Small,Basic,Central India,2025-06-28
ORG00523,Secure Systems 00523,Telecommunications,Large,Basic,Central India,2026-01-09
ORG00524,Secure Systems 00524,Government,Medium,Basic,North India,2026-04-12
ORG00525,Secure Systems 00525,Technology,Medium,Basic,Central India,2025-06-20
ORG00526,Secure Systems 00526,Telecommunications,Large,Intermediate,East India,2025-06-23
ORG00527,Secure Systems 00527,Manufacturing,Enterprise,Intermediate,Central India,2024-03-21
ORG00528,Secure Systems 00528,Retail,Large,Advanced,North India,2024-09-06
ORG00529,Secure Systems 00529,Finance,Small,Intermediate,East India,2025-10-31
ORG00530,Secure Systems 00530,Education,Small,Advanced,North India,2025-01-21
ORG00531,Secure Systems 00531,Technology,Small,Intermediate,East India,2025-12-20
ORG00532,Secure Systems 00532,Manufacturing,Small,Advanced,North India,2025-10-22
ORG00533,Secure Systems 00533,Retail,Enterprise,Intermediate,North India,2024-08-23
ORG00534,Secure Systems 00534,Telecommunications,Small,Basic,West India,2024-03-17
ORG00535,Secure Systems 00535,Retail,Medium,Advanced,East India,2024-01-17
ORG00536,Secure Systems 00536,Telecommunications,Medium,Advanced,South India,2024-03-19
ORG00537,Secure Systems 00537,Government,Large,Intermediate,South India,2025-08-03
ORG00538,Secure Systems 00538,Healthcare,Large,Basic,North India,2026-03-20
ORG00539,Secure Systems 00539,Retail,Small,Intermediate,Central India,2025-03-23
ORG00540,Secure Systems 00540,Government,Large,Basic,West India,2026-02-26
ORG00541,Secure Systems 00541,Education,Enterprise,Basic,West India,2026-03-13
ORG00542,Secure Systems 00542,Government,Enterprise,Basic,Central India,2025-07-20
ORG00543,Secure Systems 00543,Government,Small,Advanced,West India,2025-11-07
ORG00544,Secure Systems 00544,Retail,Small,Basic,West India,2026-03-28
ORG00545,Secure Systems 00545,Government,Medium,Advanced,East India,2024-06-06
ORG00546,Secure Systems 00546,Manufacturing,Small,Basic,North India,2024-11-20
ORG00547,Secure Systems 00547,Education,Large,Intermediate,North India,2024-11-11
ORG00548,Secure Systems 00548,Healthcare,Medium,Intermediate,East India,2024-05-15
ORG00549,Secure Systems 00549,Government,Small,Basic,North India,2025-07-24
ORG00550,Secure Systems 00550,Healthcare,Large,Intermediate,North India,2024-12-28
ORG00551,Secure Systems 00551,Government,Enterprise,Basic,Central India,2024-10-25
ORG00552,Secure Systems 00552,Technology,Enterprise,Basic,South India,2024-09-05
ORG00553,Secure Systems 00553,Telecommunications,Large,Intermediate,South India,2024-10-02
ORG00554,Secure Systems 00554,Technology,Enterprise,Intermediate,East India,2024-03-05
