activity_id,asset_id,timestamp,event_count,log_sources_active,network_events,authentication_events,status
ACT00386,AST00322,2026-09-05 05:00:00,544,7,106,38,Normal
ACT00387,AST18226,2026-08-31 01:00:00,332,2,68,26,Normal
ACT00388,AST14445,2026-08-08 06:00:00,950,6,293,83,Normal
ACT00389,AST18025,2026-09-05 14:00:00,524,8,211,29,Normal
ACT00390,AST10689,2026-08-15 15:00:00,575,8,256,23,Normal
ACT00391,AST04285,2026-09-04 05:00:00,536,8,145,32,Normal
ACT00392,AST05713,2026-08-19 14:00:00,694,6,266,103,Normal
ACT00393,AST02957,2026-08-21 09:00:00,773,6,309,137,Normal
ACT00394,AST23657,2026-08-28 19:00:00,933,2,317,143,Normal
ACT00395,AST01657,2026-09-06 02:00:00,559,8,86,72,Normal
ACT00396,AST12261,2026-08-21 07:00:00,1297,8,450,56,Normal
ACT00397,AST06842,2026-08-10 06:00:00,629,7,117,113,Normal
ACT00398,AST16711,2026-08-02 04:00:00,545,7,229,73,Normal
ACT00399,AST09656,2026-08-10 15:00:00,661,7,114,114,Normal
ACT00400,AST23216,2026-08-02 04:00:00,368,3,121,23,Normal
ACT00401,AST13267,2026-08-26 22:00:00,256,7,66,18,Normal
ACT00402,AST00430,2026-08-18 22:00:00,555,7,188,33,Normal
ACT00403,AST03710,2026-08-27 14:00:00,618,4,143,55,Normal
ACT00404,AST03458,2026-08-05 07:00:00,454,3,135,29,Normal
ACT00405,AST11322,2026-08-11 18:00:00,304,6,85,24,Normal
ACT00406,AST17588,2026-09-02 08:00:00,392,3,62,37,Normal
ACT00407,AST21667,2026-08-30 04:00:00,1188,5,305,49,Normal
ACT00408,AST24385,2026-08-22 03:00:00,752,5,185,49,Normal
ACT00409,AST18394,2026-08-15 19:00:00,406,8,109,36,Normal
ACT00410,AST10501,2026-08-11 09:00:00,798,8,323,61,Normal
ACT00411,AST01404,2026-08-21 14:00:00,791,3,170,131,Normal
ACT00412,AST12014,2026-08-04 14:00:00,746,8,151,128,Normal
ACT00413,AST21306,2026-09-06 09:00:00,578,2,109,23,Normal
ACT00414,AST07351,2026-09-04 05:00:00,387,5,84,51,Normal
ACT00415,AST00854,2026-08-28 15:00:00,1053,5,359,66,Normal
ACT00416,AST00102,2026-08-11 03:00:00,792,7,235,46,Normal
ACT00417,AST06198,2026-08-03 01:00:00,1399,7,324,159,Normal
ACT00418,AST22544,2026-08-25 15:00:00,449,7,151,26,Normal
ACT00419,AST14226,2026-08-03 21:00:00,885,4,248,33,Normal
ACT00420,AST13466,2026-08-30 11:00:00,1115,7,280,183,Normal
ACT00421,AST22722,2026-08-16 11:00:00,387,7,126,23,Normal
ACT00422,AST05248,2026-09-04 17:00:00,555,8,216,77,Normal
ACT00423,AST02029,2026-08-01 19:00:00,396,2,160,15,Normal
ACT00424,AST15672,2026-08-23 18:00:00,706,3,247,99,Normal
ACT00425,AST12599,2026-09-01 15:00:00,638,7,234,21,Normal
ACT00426,AST00589,2026-08-12 09:00:00,1241,2,501,56,Normal
ACT00427,AST11393,2026-08-22 05:00:00,1478,8,281,136,Normal
ACT00428,AST18564,2026-08-12 01:00:00,860,8,366,64,Normal
ACT00429,AST22973,2026-08-31 19:00:00,817,3,210,121,Normal
ACT00430,AST00745,2026-09-04 01:00:00,743,4,303,110,Normal
ACT00431,AST00759,2026-08-30 01:00:00,922,4,312,80,Normal
ACT00432,AST11011,2026-08-03 21:00:00,2136,4,561,185,Normal
ACT00433,AST04432,2026-08-03 19:00:00,553,3,90,52,Normal
ACT00434,AST07102,2026-08-06 14:00:00,548,6,218,45,Normal
ACT00435,AST17643,2026-08-06 17:00:00,283,8,124,15,Normal
ACT00436,AST02941,2026-08-22 15:00:00,691,6,195,70,Normal
ACT00437,AST11774,2026-09-01 02:00:00,417,4,186,32,Normal
ACT00438,AST18529,2026-09-08 02:00:00,320,6,98,13,Normal
ACT00439,AST21621,2026-09-08 07:00:00,624,5,259,109,Normal
ACT00440,AST01622,2026-08-26 00:00:00,691,6,271,90,Normal
ACT00441,AST24796,2026-08-06 23:00:00,239,5,101,22,Normal
ACT00442,AST07726,2026-09-06 08:00:00,609,2,180,19,Normal
ACT00443,AST16279,2026-09-08 15:00:00,592,4,192,40,Normal
ACT00444,AST18192,2026-09-09 11:00:00,642,5,266,111,Normal
ACT00445,AST16544,2026-09-09 22:00:00,532,2,225,78,Normal
ACT00446,AST15982,2026-09-01 11:00:00,710,5,146,45,Normal
ACT00447,AST06075,2026-08-03 22:00:00,561,6,180,99,Normal
ACT00448,AST07415,2026-08-25 16:00:00,737,4,315,94,Normal
ACT00449,AST07262,2026-08-20 09:00:00,480,7,204,28,Normal
ACT00450,AST00073,2026-08-20 02:00:00,719,2,175,78,Normal
ACT00451,AST07561,2026-08-18 19:00:00,773,3,308,109,Normal
ACT00452,AST07699,2026-08-04 14:00:00,370,7,131,13,Normal
ACT00453,AST08132,2026-09-06 21:00:00,454,7,87,43,Normal
ACT00454,AST10438,2026-08-13 14:00:00,720,3,136,62,Normal
ACT00455,AST00765,2026-08-06 07:00:00,717,2,119,37,Normal
ACT00456,AST24329,2026-08-02 19:00:00,618,3,177,46,Normal
ACT00457,AST24395,2026-08-01 08:00:00,425,5,159,74,Normal
ACT00458,AST12793,2026-08-12 02:00:00,509,3,178,87,Normal
ACT00459,AST08753,2026-09-09 23:00:00,554,4,119,68,Normal
ACT00460,AST00970,2026-08-18 20:00:00,710,4,291,26,Normal
ACT00461,AST22478,2026-08-26 16:00:00,752,7,203,31,Normal
ACT00462,AST19134,2026-08-03 14:00:00,790,4,320,84,Normal
ACT00463,AST03768,2026-08-22 13:00:00,583,5,253,82,Normal
ACT00464,AST00792,2026-09-01 06:00:00,690,4,189,52,Normal
ACT00465,AST00535,2026-09-09 03:00:00,884,8,277,95,Normal
ACT00466,AST05321,2026-09-07 06:00:00,962,3,209,48,Normal
ACT00467,AST17266,2026-08-23 18:00:00,415,3,140,25,Normal
ACT00468,AST16827,2026-08-23 04:00:00,989,3,258,66,Normal
ACT00469,AST01589,2026-08-31 03:00:00,1400,2,243,189,Normal
ACT00470,AST02997,2026-09-07 13:00:00,586,4,122,30,Normal
ACT00471,AST03678,2026-08-20 19:00:00,560,7,232,95,Normal
ACT00472,AST09810,2026-08-07 18:00:00,595,8,198,99,Normal
ACT00473,AST11951,2026-08-09 13:00:00,416,3,82,64,Normal
ACT00474,AST09900,2026-09-04 15:00:00,687,6,290,41,Normal
ACT00475,AST23465,2026-08-23 06:00:00,836,4,150,132,Normal
ACT00476,AST03644,2026-09-05 21:00:00,601,3,251,38,Normal
ACT00477,AST18115,2026-08-15 22:00:00,672,7,186,99,Normal
ACT00478,AST05170,2026-09-01 21:00:00,955,5,237,161,Normal
ACT00479,AST24734,2026-08-25 22:00:00,1065,4,204,81,Normal
ACT00480,AST07687,2026-09-01 04:00:00,534,5,127,57,Normal
ACT00481,AST08398,2026-08-09 08:00:00,455,6,86,31,Normal
ACT00482,AST18285,2026-08-14 16:00:00,783,7,153,132,Normal
ACT00483,AST16269,2026-08-09 15:00:00,321,8,100,21,Normal
ACT00484,AST21567,2026-09-06 14:00:00,326,8,62,57,Normal
ACT00485,AST03372,2026-09-03 18:00:00,639,4,205,21,Normal
ACT00486,AST06662,2026-08-03 00:00:00,406,4,110,52,Normal
ACT00487,AST15322,2026-08-02 19:00:00,759,6,337,90,Normal
ACT00488,AST12723,2026-08-20 14:00:00,451,3,190,54,Normal
ACT00489,AST14532,2026-08-20 17:00:00,723,6,206,116,Normal
ACT00490,AST13347,2026-08-24 19:00:00,348,4,127,50,Normal
ACT00491,AST20025,2026-08-21 22:00:00,723,8,251,93,Normal
ACT00492,AST11483,2026-08-02 13:00:00,777,6,210,90,Normal
ACT00493,AST05044,2026-08-04 14:00:00,643,5,207,55,Normal
ACT00494,AST03616,2026-08-12 17:00:00,640,4,251,114,Normal
ACT00495,AST06260,2026-09-09 08:00:00,825,6,343,28,Normal
ACT00496,AST01472,2026-08-15 01:00:00,1548,6,289,103,Normal
ACT00497,AST04263,2026-08-02 20:00:00,596,5,106,82,Normal
ACT00498,AST01843,2026-09-09 05:00:00,723,4,279,113,Normal
ACT00499,AST04092,2026-08-03 23:00:00,1019,3,414,179,Normal
ACT00500,AST09675,2026-08-13 15:00:00,361,4,139,37,Normal
ACT00501,AST18265,2026-08-19 22:00:00,272,3,57,12,Normal
ACT00502,AST24558,2026-08-02 12:00:00,250,5,99,10,Normal
ACT00503,AST24095,2026-08-18 05:00:00,767,3,283,77,Normal
ACT00504,AST03828,2026-08-11 10:00:00,1189,8,388,101,Normal
ACT00505,AST18513,2026-08-12 17:00:00,533,6,145,77,Normal
ACT00506,AST07426,2026-08-15 16:00:00,266,3,52,21,Normal
ACT00507,AST15685,2026-08-29 18:00:00,628,8,154,63,Normal
ACT00508,AST10964,2026-09-01 02:00:00,419,6,102,29,Normal
ACT00509,AST03630,2026-08-10 16:00:00,342,4,90,22,Normal
ACT00510,AST16768,2026-08-04 14:00:00,1169,2,500,117,Normal
ACT00511,AST07013,2026-08-10 14:00:00,530,5,175,86,Normal
ACT00512,AST00585,2026-08-30 21:00:00,422,8,128,59,Normal
ACT00513,AST23125,2026-08-19 20:00:00,419,7,103,26,Normal
ACT00514,AST12489,2026-08-01 19:00:00,576,5,178,23,Normal
ACT00515,AST23362,2026-09-02 21:00:00,561,7,218,66,Normal
ACT00516,AST02934,2026-08-25 15:00:00,686,3,308,107,Normal
ACT00517,AST03072,2026-08-19 22:00:00,828,7,228,35,Normal
ACT00518,AST06036,2026-08-07 01:00:00,408,4,61,25,Normal
ACT00519,AST03205,2026-08-17 14:00:00,0,0,0,0,Silent
ACT00520,AST24172,2026-08-07 10:00:00,325,5,106,23,Normal
ACT00521,AST21448,2026-08-20 17:00:00,640,6,242,62,Normal
ACT00522,AST09116,2026-09-03 02:00:00,665,2,247,111,Normal
ACT00523,AST14425,2026-08-08 12:00:00,427,2,189,68,Normal
ACT00524,AST08929,2026-09-09 06:00:00,307,8,121,24,Normal
ACT00525,AST16664,2026-08-30 00:00:00,313,7,133,46,Normal
ACT00526,AST06458,2026-08-08 05:00:00,1642,7,718,196,Normal
ACT00527,AST01316,2026-08-09 03:00:00,1171,5,439,58,Normal
ACT00528,AST10687,2026-08-08 16:00:00,398,8,62,44,Normal
ACT00529,AST02911,2026-08-04 14:00:00,449,4,158,52,Normal
ACT00530,AST08111,2026-08-24 14:00:00,546,6,161,89,Normal
ACT00531,AST24721,2026-09-01 21:00:00,349,4,141,48,Normal
ACT00532,AST06277,2026-08-26 20:00:00,651,3,265,19,Normal
ACT00533,AST02450,2026-08-26 13:00:00,554,7,202,19,Normal
ACT00534,AST18211,2026-08-01 17:00:00,510,5,127,56,Normal
ACT00535,AST15330,2026-08-09 13:00:00,1623,4,504,236,Normal
ACT00536,AST01183,2026-08-04 19:00:00,1169,6,409,176,Normal
ACT00537,AST24806,2026-09-06 16:00:00,374,3,144,44,Normal
ACT00538,AST04217,2026-08-23 12:00:00,364,5,100,30,Normal
ACT00539,AST13118,2026-08-23 19:00:00,1106,3,488,95,Normal
ACT00540,AST21260,2026-08-30 21:00:00,275,6,91,41,Normal
ACT00541,AST02291,2026-08-28 12:00:00,356,4,94,22,Normal
ACT00542,AST23923,2026-08-27 17:00:00,719,6,132,74,Normal
ACT00543,AST16998,2026-09-05 11:00:00,310,2,71,52,Normal
ACT00544,AST00259,2026-08-28 13:00:00,732,5,280,51,Normal
ACT00545,AST13484,2026-08-26 03:00:00,642,8,195,97,Normal
ACT00546,AST06937,2026-08-07 20:00:00,487,2,197,43,Normal
ACT00547,AST15713,2026-08-23 20:00:00,1007,5,331,54,Normal
ACT00548,AST11531,2026-08-07 18:00:00,472,8,101,22,Normal
ACT00549,AST01293,2026-08-21 14:00:00,830,7,228,60,Normal
ACT00550,AST06173,2026-08-06 05:00:00,519,5,81,71,Normal
ACT00551,AST17816,2026-08-16 20:00:00,1207,7,290,77,Normal
ACT00552,AST21371,2026-08-06 16:00:00,783,4,226,131,Normal
ACT00553,AST01495,2026-08-27 23:00:00,359,3,97,18,Normal
ACT00554,AST10850,2026-08-13 04:00:00,404,8,79,36,Normal
ACT00555,AST10785,2026-08-05 13:00:00,767,8,189,46,Normal
ACT00556,AST00545,2026-08-07 08:00:00,543,7,153,95,Normal
ACT00557,AST19615,2026-08-01 01:00:00,701,6,161,23,Normal
ACT00558,AST02000,2026-09-09 12:00:00,886,8,362,37,Normal
ACT00559,AST02081,2026-08-08 16:00:00,485,4,150,45,Normal
ACT00560,AST04912,2026-08-15 00:00:00,1216,3,427,200,Normal
ACT00561,AST09247,2026-08-29 20:00:00,374,7,166,59,Normal
ACT00562,AST24757,2026-09-03 02:00:00,755,4,298,107,Normal
ACT00563,AST18503,2026-09-06 12:00:00,1208,3,273,124,Normal
ACT00564,AST21220,2026-09-04 13:00:00,659,6,195,77,Normal
ACT00565,AST06732,2026-09-07 09:00:00,502,4,109,59,Normal
ACT00566,AST11268,2026-08-05 07:00:00,1164,5,219,85,Normal
ACT00567,AST14506,2026-08-16 07:00:00,805,3,317,111,Normal
ACT00568,AST06746,2026-08-27 05:00:00,723,5,267,107,Normal
ACT00569,AST22806,2026-08-22 19:00:00,475,5,126,68,Normal
ACT00570,AST05483,2026-08-09 13:00:00,942,5,404,137,Normal
ACT00571,AST20878,2026-09-03 19:00:00,1185,4,288,174,Normal
ACT00572,AST00383,2026-08-11 12:00:00,694,6,220,49,Normal
ACT00573,AST08476,2026-08-21 15:00:00,1004,5,376,58,Normal
ACT00574,AST16340,2026-08-18 08:00:00,366,8,144,50,Normal
ACT00575,AST15573,2026-09-09 08:00:00,517,8,212,35,Normal
ACT00576,AST05569,2026-09-09 04:00:00,469,7,206,24,Normal
ACT00577,AST24140,2026-09-06 06:00:00,547,3,229,40,Normal
ACT00578,AST17546,2026-09-08 02:00:00,415,7,181,31,Normal
ACT00579,AST13562,2026-08-31 14:00:00,803,2,219,100,Normal
ACT00580,AST03442,2026-08-12 23:00:00,858,5,340,56,Normal
ACT00581,AST18621,2026-09-07 13:00:00,826,2,144,97,Normal
ACT00582,AST03102,2026-09-07 13:00:00,473,4,106,43,Normal
ACT00583,AST22854,2026-08-09 14:00:00,885,7,358,103,Normal
ACT00584,AST09277,2026-08-09 10:00:00,805,6,235,103,Normal
ACT00585,AST15597,2026-08-18 11:00:00,660,6,223,104,Normal
ACT00586,AST03669,2026-09-08 12:00:00,562,7,144,45,Normal
ACT00587,AST05578,2026-08-06 10:00:00,1280,8,363,82,Normal
ACT00588,AST04537,2026-08-15 16:00:00,912,4,409,65,Normal
ACT00589,AST22830,2026-08-30 06:00:00,506,4,123,51,Normal
ACT00590,AST19134,2026-08-18 14:00:00,897,8,373,46,Normal
ACT00591,AST01587,2026-08-01 13:00:00,372,5,85,61,Normal
ACT00592,AST07933,2026-09-07 00:00:00,691,3,119,98,Normal
ACT00593,AST20852,2026-09-09 14:00:00,1007,6,206,120,Normal
ACT00594,AST14310,2026-08-22 10:00:00,767,3,179,126,Normal
ACT00595,AST13922,2026-09-07 08:00:00,630,7,265,76,Normal
ACT00596,AST01923,2026-08-10 08:00:00,691,4,273,38,Normal
ACT00597,AST13593,2026-08-06 16:00:00,869,4,210,33,Normal
ACT00598,AST13391,2026-08-13 04:00:00,496,3,101,87,Normal
ACT00599,AST14222,2026-09-09 08:00:00,899,6,136,141,Normal
ACT00600,AST18855,2026-08-03 03:00:00,906,4,215,147,Normal
ACT00601,AST09585,2026-08-05 02:00:00,719,8,110,87,Normal
ACT00602,AST08577,2026-08-11 13:00:00,1083,3,242,45,Normal
ACT00603,AST13144,2026-09-09 06:00:00,632,4,255,79,Normal
ACT00604,AST14527,2026-08-30 14:00:00,819,6,170,90,Normal
ACT00605,AST06108,2026-08-16 17:00:00,724,5,278,47,Normal
ACT00606,AST05743,2026-09-05 06:00:00,1201,3,230,183,Normal
ACT00607,AST19651,2026-08-23 11:00:00,235,4,51,26,Normal
ACT00608,AST04396,2026-08-13 19:00:00,429,2,108,76,Normal
ACT00609,AST02651,2026-08-27 00:00:00,383,8,63,54,Normal
ACT00610,AST09092,2026-08-26 07:00:00,706,4,285,37,Normal
ACT00611,AST14909,2026-08-27 12:00:00,534,8,179,19,Normal
ACT00612,AST24602,2026-08-14 09:00:00,1584,4,520,135,Normal
ACT00613,AST07438,2026-08-26 00:00:00,433,4,178,53,Normal
ACT00614,AST14894,2026-08-31 18:00:00,317,3,129,55,Normal
ACT00615,AST03486,2026-08-29 09:00:00,1169,2,223,159,Normal
ACT00616,AST11687,2026-08-04 09:00:00,820,4,315,129,Normal
ACT00617,AST16654,2026-08-10 17:00:00,659,3,245,56,Normal
ACT00618,AST09454,2026-08-15 07:00:00,619,3,238,49,Normal
ACT00619,AST05831,2026-08-08 09:00:00,595,2,142,102,Normal
ACT00620,AST04969,2026-08-06 05:00:00,912,8,179,99,Normal
ACT00621,AST01583,2026-08-28 21:00:00,393,7,170,40,Normal
ACT00622,AST11007,2026-08-29 03:00:00,378,4,89,26,Normal
ACT00623,AST01648,2026-09-02 04:00:00,458,2,116,81,Normal
ACT00624,AST02865,2026-09-03 22:00:00,461,7,120,43,Normal
ACT00625,AST03284,2026-08-15 10:00:00,720,8,196,66,Normal
ACT00626,AST13091,2026-08-18 12:00:00,298,6,73,48,Normal
ACT00627,AST16806,2026-09-03 03:00:00,702,6,227,111,Normal
ACT00628,AST05738,2026-08-19 23:00:00,454,8,197,57,Normal
ACT00629,AST15882,2026-08-29 16:00:00,359,8,128,56,Normal
ACT00630,AST20239,2026-08-10 03:00:00,360,7,131,32,Normal
ACT00631,AST10846,2026-08-28 05:00:00,587,8,191,55,Normal
ACT00632,AST15456,2026-08-26 19:00:00,339,5,98,24,Normal
ACT00633,AST21172,2026-08-28 14:00:00,651,5,254,59,Normal
ACT00634,AST04672,2026-08-16 04:00:00,409,4,100,56,Normal
ACT00635,AST21813,2026-08-03 05:00:00,797,2,133,79,Normal
ACT00636,AST17086,2026-09-02 13:00:00,684,7,292,52,Normal
ACT00637,AST18784,2026-08-16 11:00:00,342,4,73,28,Normal
ACT00638,AST16835,2026-08-18 06:00:00,275,4,100,15,Normal
ACT00639,AST09788,2026-09-07 02:00:00,924,6,351,76,Normal
ACT00640,AST23184,2026-08-20 23:00:00,1128,8,488,130,Normal
ACT00641,AST21840,2026-09-02 02:00:00,297,5,93,27,Normal
ACT00642,AST18083,2026-08-19 12:00:00,411,5,84,53,Normal
ACT00643,AST18038,2026-08-19 03:00:00,844,3,325,91,Normal
ACT00644,AST11882,2026-08-31 12:00:00,525,2,219,37,Normal
ACT00645,AST16888,2026-09-06 23:00:00,388,7,134,29,Normal
ACT00646,AST07554,2026-09-07 13:00:00,960,6,300,117,Normal
ACT00647,AST14906,2026-08-17 03:00:00,660,6,132,105,Normal
ACT00648,AST03822,2026-08-17 02:00:00,656,4,235,51,Normal
ACT00649,AST02231,2026-08-18 22:00:00,1172,7,505,40,Normal
ACT00650,AST23198,2026-08-16 18:00:00,529,3,232,39,Normal
ACT00651,AST24520,2026-09-07 02:00:00,322,8,108,16,Normal
ACT00652,AST18463,2026-08-17 10:00:00,310,7,104,42,Normal
ACT00653,AST22585,2026-08-07 22:00:00,750,6,184,88,Normal
ACT00654,AST19404,2026-08-02 14:00:00,291,3,110,37,Normal
ACT00655,AST14247,2026-08-29 04:00:00,802,3,214,108,Normal
ACT00656,AST04074,2026-08-30 06:00:00,787,3,240,79,Normal
ACT00657,AST02529,2026-08-04 14:00:00,680,7,220,44,Normal
ACT00658,AST11003,2026-08-27 10:00:00,1341,6,362,206,Normal
ACT00659,AST06752,2026-08-23 01:00:00,793,3,137,33,Normal
ACT00660,AST02668,2026-08-27 13:00:00,765,3,154,62,Normal
ACT00661,AST01266,2026-08-09 06:00:00,897,8,307,158,Normal
ACT00662,AST17115,2026-08-05 19:00:00,398,4,163,35,Normal
ACT00663,AST20501,2026-08-22 21:00:00,755,2,177,59,Normal
ACT00664,AST21430,2026-08-19 22:00:00,1565,2,606,106,Normal
ACT00665,AST19568,2026-08-02 11:00:00,1111,4,467,75,Normal
ACT00666,AST20618,2026-09-01 09:00:00,706,8,195,45,Normal
ACT00667,AST17216,2026-08-18 13:00:00,688,3,146,123,Normal
ACT00668,AST07825,2026-08-27 21:00:00,1602,3,420,103,Normal
ACT00669,AST21678,2026-08-11 02:00:00,646,2,109,57,Normal
ACT00670,AST09394,2026-08-08 00:00:00,472,3,190,51,Normal
ACT00671,AST16259,2026-08-29 00:00:00,347,6,131,35,Normal
ACT00672,AST09969,2026-08-17 13:00:00,379,2,83,27,Normal
ACT00673,AST24836,2026-09-05 05:00:00,445,5,99,70,Normal
ACT00674,AST07246,2026-08-04 16:00:00,624,4,114,55,Normal
ACT00675,AST24881,2026-08-14 11:00:00,701,6,256,59,Normal
ACT00676,AST19041,2026-08-30 05:00:00,1878,4,495,304,Normal
ACT00677,AST13767,2026-08-28 08:00:00,421,5,98,24,Normal
ACT00678,AST16650,2026-08-12 12:00:00,956,4,225,157,Normal
ACT00679,AST00234,2026-08-11 04:00:00,739,4,302,76,Normal
ACT00680,AST24913,2026-08-16 05:00:00,580,5,201,45,Normal
ACT00681,AST22339,2026-09-07 02:00:00,1018,3,398,83,Normal
ACT00682,AST03813,2026-09-04 06:00:00,1089,6,189,53,Normal
ACT00683,AST00174,2026-08-28 01:00:00,645,8,116,73,Normal
ACT00684,AST18979,2026-09-06 20:00:00,417,7,136,27,Normal
ACT00685,AST10045,2026-08-28 04:00:00,427,8,92,50,Normal
ACT00686,AST03422,2026-09-06 18:00:00,1388,2,211,156,Normal
ACT00687,AST16547,2026-09-04 05:00:00,588,4,133,83,Normal
ACT00688,AST22638,2026-09-06 04:00:00,604,6,137,91,Normal
ACT00689,AST16172,2026-08-15 03:00:00,1999,2,545,184,Normal
ACT00690,AST21675,2026-08-14 07:00:00,178,8,55,20,Normal
ACT00691,AST00194,2026-08-03 10:00:00,1029,4,447,135,Normal
ACT00692,AST16495,2026-08-27 02:00:00,0,0,0,0,Silent
ACT00693,AST02216,2026-08-06 09:00:00,1076,3,238,152,Normal
ACT00694,AST24390,2026-09-05 06:00:00,600,6,150,57,Normal
ACT00695,AST09812,2026-09-02 10:00:00,763,5,203,62,Normal
ACT00696,AST19729,2026-09-03 21:00:00,863,6,308,73,Normal
ACT00697,AST11123,2026-08-26 09:00:00,564,5,109,98,Normal
ACT00698,AST00419,2026-08-31 18:00:00,817,7,221,103,Normal
ACT00699,AST01964,2026-09-07 08:00:00,1172,4,244,116,Normal
ACT00700,AST05208,2026-08-04 13:00:00,1167,3,274,60,Normal
ACT00701,AST16521,2026-08-20 12:00:00,705,7,213,28,Normal
ACT00702,AST22489,2026-08-13 17:00:00,1563,3,447,115,Normal
ACT00703,AST18066,2026-08-17 18:00:00,381,6,63,62,Normal
ACT00704,AST15087,2026-09-02 04:00:00,590,2,216,101,Normal
ACT00705,AST24406,2026-08-25 18:00:00,727,8,304,37,Normal
ACT00706,AST16465,2026-09-01 05:00:00,677,3,129,46,Normal
ACT00707,AST23448,2026-08-01 00:00:00,1274,7,529,95,Normal
ACT00708,AST12069,2026-09-09 21:00:00,641,4,203,54,Normal
ACT00709,AST01023,2026-08-17 02:00:00,637,2,140,101,Normal
ACT00710,AST16726,2026-08-09 11:00:00,1276,5,474,198,Normal
ACT00711,AST15265,2026-08-11 09:00:00,1500,7,458,86,Normal
ACT00712,AST16215,2026-08-11 21:00:00,893,8,362,118,Normal
ACT00713,AST00812,2026-08-13 07:00:00,647,7,215,78,Normal
ACT00714,AST15390,2026-08-14 03:00:00,961,5,179,59,Normal
ACT00715,AST12630,2026-08-22 14:00:00,687,2,240,116,Normal
ACT00716,AST24140,2026-08-05 14:00:00,819,7,146,131,Normal
ACT00717,AST09020,2026-08-03 19:00:00,733,8,318,39,Normal
ACT00718,AST23335,2026-09-01 21:00:00,559,5,174,26,Normal
ACT00719,AST20618,2026-08-19 09:00:00,269,3,80,31,Normal
ACT00720,AST00193,2026-09-06 13:00:00,729,8,182,82,Normal
ACT00721,AST21471,2026-08-15 22:00:00,782,6,312,132,Normal
ACT00722,AST09520,2026-08-15 18:00:00,620,6,255,54,Normal
ACT00723,AST14006,2026-08-13 10:00:00,1154,2,212,92,Normal
ACT00724,AST04318,2026-08-15 00:00:00,751,5,276,37,Normal
ACT00725,AST03332,2026-08-27 23:00:00,820,6,201,141,Normal
ACT00726,AST16026,2026-08-21 07:00:00,934,3,209,37,Normal
ACT00727,AST15615,2026-08-04 02:00:00,1216,7,327,93,Normal
ACT00728,AST15414,2026-08-22 01:00:00,824,6,250,25,Normal
ACT00729,AST18200,2026-08-27 06:00:00,417,3,139,27,Normal
ACT00730,AST07205,2026-08-02 19:00:00,583,7,152,25,Normal
ACT00731,AST03969,2026-08-29 08:00:00,366,6,126,19,Normal
ACT00732,AST18767,2026-08-04 23:00:00,918,3,249,150,Normal
ACT00733,AST18416,2026-08-05 10:00:00,676,8,198,119,Normal
ACT00734,AST06915,2026-09-05 13:00:00,632,2,269,112,Normal
ACT00735,AST00192,2026-08-24 01:00:00,331,4,100,58,Normal
ACT00736,AST10996,2026-09-04 03:00:00,821,6,240,118,Normal
ACT00737,AST12731,2026-08-05 05:00:00,521,3,226,78,Normal
ACT00738,AST00168,2026-09-01 09:00:00,561,4,99,94,Normal
ACT00739,AST12135,2026-08-11 18:00:00,643,4,98,64,Normal
ACT00740,AST18791,2026-09-02 19:00:00,1137,6,225,55,Normal
ACT00741,AST04541,2026-08-20 09:00:00,595,7,215,74,Normal
ACT00742,AST19292,2026-09-05 02:00:00,430,4,123,30,Normal
ACT00743,AST19215,2026-09-06 09:00:00,306,3,133,54,Normal
ACT00744,AST03283,2026-08-18 23:00:00,850,4,197,48,Normal
ACT00745,AST03809,2026-08-29 05:00:00,604,6,239,27,Normal
ACT00746,AST20794,2026-08-14 21:00:00,451,7,167,28,Normal
ACT00747,AST04042,2026-08-04 08:00:00,638,3,211,46,Normal
ACT00748,AST07798,2026-08-10 05:00:00,605,2,143,47,Normal
ACT00749,AST19352,2026-09-02 01:00:00,357,5,81,55,Normal
ACT00750,AST14630,2026-09-01 23:00:00,1152,6,179,197,Normal
ACT00751,AST02139,2026-08-09 02:00:00,1231,8,285,120,Normal
ACT00752,AST03715,2026-08-27 13:00:00,1116,2,288,44,Normal
ACT00753,AST10846,2026-08-14 22:00:00,242,4,37,21,Normal
ACT00754,AST17923,2026-08-18 21:00:00,1074,7,196,167,Normal
ACT00755,AST05865,2026-08-25 00:00:00,615,8,94,34,Normal
ACT00756,AST07508,2026-08-20 00:00:00,648,3,259,51,Normal
ACT00757,AST02458,2026-08-19 20:00:00,360,4,82,54,Normal
ACT00758,AST03210,2026-08-29 12:00:00,372,8,125,52,Normal
ACT00759,AST03689,2026-09-07 18:00:00,499,6,142,46,Normal
ACT00760,AST04759,2026-08-07 21:00:00,371,6,107,57,Normal
ACT00761,AST17272,2026-08-31 05:00:00,1454,3,251,117,Normal
ACT00762,AST06216,2026-08-25 18:00:00,277,2,68,43,Normal
ACT00763,AST05932,2026-08-08 01:00:00,361,2,92,12,Normal
ACT00764,AST18519,2026-08-26 16:00:00,765,2,206,48,Normal
ACT00765,AST11600,2026-09-05 18:00:00,536,8,85,61,Normal
ACT00766,AST23851,2026-09-06 14:00:00,1740,4,431,182,Normal
ACT00767,AST14496,2026-08-17 05:00:00,565,3,165,33,Normal
ACT00768,AST24793,2026-08-05 03:00:00,496,3,92,83,Normal
ACT00769,AST13937,2026-08-02 01:00:00,542,8,133,53,Normal
ACT00770,AST05173,2026-08-21 19:00:00,338,3,60,35,Normal
ACT00771,AST06707,2026-09-02 05:00:00,1166,3,413,185,Normal
