asset_id,organization_id,asset_identifier,asset_name,asset_type,criticality,environment,location,status
AST00290,ORG00005,SRV-00290,Workstation 00290,Workstation,Medium,Staging,Bengaluru DC,Active
AST00291,ORG00143,SRV-00291,Firewall 00291,Firewall,Low,Staging,Hyderabad DC,Active
AST00292,ORG00985,SRV-00292,Database 00292,Database,High,Production,Delhi DC,Active
AST00293,ORG00509,SRV-00293,Network Device 00293,Network Device,Medium,Staging,Mumbai DC,Active
AST00294,ORG00979,SRV-00294,Application 00294,Application,High,Development,Pune DC,Active
AST00295,ORG00589,SRV-00295,Cloud Instance 00295,Cloud Instance,High,Staging,Hyderabad DC,Active
AST00296,ORG00590,SRV-00296,Application 00296,Application,High,Staging,Pune DC,Active
AST00297,ORG00561,SRV-00297,Database 00297,Database,Low,Staging,Delhi DC,Active
AST00298,ORG00775,SRV-00298,Firewall 00298,Firewall,Critical,Development,Bengaluru DC,Active
AST00299,ORG00813,SRV-00299,Firewall 00299,Firewall,Medium,Staging,Bengaluru DC,Active
AST00300,ORG00983,SRV-00300,Workstation 00300,Workstation,Medium,Production,Delhi DC,Inactive
AST00301,ORG00987,SRV-00301,Server 00301,Server,Medium,Staging,Bengaluru DC,Active
AST00302,ORG00691,SRV-00302,Domain Controller 00302,Domain Controller,Medium,Staging,Delhi DC,Active
AST00303,ORG00519,SRV-00303,Network Device 00303,Network Device,Medium,Development,Pune DC,Active
AST00304,ORG00314,SRV-00304,Workstation 00304,Workstation,Low,Development,Delhi DC,Active
AST00305,ORG00549,SRV-00305,Database 00305,Database,Medium,Production,Bengaluru DC,Active
AST00306,ORG00548,SRV-00306,Database 00306,Database,High,Production,Pune DC,Active
AST00307,ORG00967,SRV-00307,Server 00307,Server,High,Staging,Delhi DC,Active
AST00308,ORG00122,SRV-00308,Network Device 00308,Network Device,Low,Staging,Bengaluru DC,Active
AST00309,ORG00455,SRV-00309,Application 00309,Application,Medium,Staging,Pune DC,Active
AST00310,ORG00913,SRV-00310,Workstation 00310,Workstation,High,Production,Mumbai DC,Active
AST00311,ORG00317,SRV-00311,Workstation 00311,Workstation,Critical,Development,Delhi DC,Active
AST00312,ORG00320,SRV-00312,Firewall 00312,Firewall,High,Staging,Pune DC,Active
AST00313,ORG00498,SRV-00313,Server 00313,Server,High,Production,Mumbai DC,Active
AST00314,ORG00067,SRV-00314,Domain Controller 00314,Domain Controller,Medium,Staging,Pune DC,Active
AST00315,ORG00919,SRV-00315,Firewall 00315,Firewall,Critical,Development,Pune DC,Active
AST00316,ORG00132,SRV-00316,Server 00316,Server,High,Development,Mumbai DC,Active
AST00317,ORG00250,SRV-00317,Server 00317,Server,High,Production,Mumbai DC,Active
AST00318,ORG00708,SRV-00318,Workstation 00318,Workstation,Medium,Production,Bengaluru DC,Active
AST00319,ORG00853,SRV-00319,Database 00319,Database,Medium,Staging,Pune DC,Active
AST00320,ORG00410,SRV-00320,Application 00320,Application,High,Production,Delhi DC,Active
AST00321,ORG00656,SRV-00321,Workstation 00321,Workstation,Medium,Staging,Hyderabad DC,Active
AST00322,ORG00979,SRV-00322,Workstation 00322,Workstation,Medium,Development,Delhi DC,Active
AST00323,ORG00489,SRV-00323,Domain Controller 00323,Domain Controller,Medium,Development,Mumbai DC,Active
AST00324,ORG00628,SRV-00324,Application 00324,Application,Low,Staging,Pune DC,Active
AST00325,ORG00161,SRV-00325,Server 00325,Server,Medium,Development,Hyderabad DC,Active
AST00326,ORG00203,SRV-00326,Application 00326,Application,High,Staging,Mumbai DC,Active
AST00327,ORG00712,SRV-00327,Cloud Instance 00327,Cloud Instance,Medium,Development,Delhi DC,Active
AST00328,ORG00423,SRV-00328,Workstation 00328,Workstation,Critical,Staging,Pune DC,Active
AST00329,ORG00666,SRV-00329,Application 00329,Application,High,Production,Hyderabad DC,Active
AST00330,ORG00446,SRV-00330,Network Device 00330,Network Device,Critical,Staging,Mumbai DC,Active
AST00331,ORG00823,SRV-00331,Firewall 00331,Firewall,Low,Staging,Mumbai DC,Active
AST00332,ORG00537,SRV-00332,Firewall 00332,Firewall,High,Production,Bengaluru DC,Active
AST00333,ORG00050,SRV-00333,Workstation 00333,Workstation,High,Production,Bengaluru DC,Active
AST00334,ORG00150,SRV-00334,Firewall 00334,Firewall,Medium,Development,Pune DC,Active
AST00335,ORG00658,SRV-00335,Server 00335,Server,Critical,Staging,Delhi DC,Active
AST00336,ORG00669,SRV-00336,Firewall 00336,Firewall,High,Staging,Hyderabad DC,Active
AST00337,ORG00304,SRV-00337,Database 00337,Database,Medium,Production,Hyderabad DC,Active
AST00338,ORG00250,SRV-00338,Database 00338,Database,Medium,Production,Pune DC,Active
AST00339,ORG00954,SRV-00339,Cloud Instance 00339,Cloud Instance,High,Production,Mumbai DC,Active
AST00340,ORG00747,SRV-00340,Workstation 00340,Workstation,High,Development,Mumbai DC,Active
AST00341,ORG00735,SRV-00341,Firewall 00341,Firewall,High,Development,Bengaluru DC,Active
AST00342,ORG00010,SRV-00342,Workstation 00342,Workstation,High,Development,Hyderabad DC,Active
AST00343,ORG00265,SRV-00343,Application 00343,Application,High,Production,Pune DC,Active
AST00344,ORG00784,SRV-00344,Network Device 00344,Network Device,Low,Development,Mumbai DC,Active
AST00345,ORG00434,SRV-00345,Cloud Instance 00345,Cloud Instance,High,Development,Pune DC,Active
AST00346,ORG00375,SRV-00346,Application 00346,Application,Critical,Development,Bengaluru DC,Active
AST00347,ORG00509,SRV-00347,Domain Controller 00347,Domain Controller,High,Staging,Pune DC,Inactive
AST00348,ORG00296,SRV-00348,Cloud Instance 00348,Cloud Instance,Low,Staging,Mumbai DC,Active
AST00349,ORG00902,SRV-00349,Workstation 00349,Workstation,Low,Staging,Hyderabad DC,Active
AST00350,ORG00443,SRV-00350,Network Device 00350,Network Device,High,Development,Delhi DC,Active
AST00351,ORG00118,SRV-00351,Workstation 00351,Workstation,Low,Production,Hyderabad DC,Active
AST00352,ORG00804,SRV-00352,Application 00352,Application,High,Development,Mumbai DC,Active
AST00353,ORG00826,SRV-00353,Application 00353,Application,Critical,Staging,Mumbai DC,Active
AST00354,ORG00974,SRV-00354,Firewall 00354,Firewall,Critical,Production,Delhi DC,Active
AST00355,ORG00229,SRV-00355,Cloud Instance 00355,Cloud Instance,High,Staging,Pune DC,Active
AST00356,ORG00711,SRV-00356,Workstation 00356,Workstation,High,Development,Delhi DC,Active
AST00357,ORG00200,SRV-00357,Workstation 00357,Workstation,Medium,Development,Mumbai DC,Active
AST00358,ORG00913,SRV-00358,Cloud Instance 00358,Cloud Instance,Critical,Production,Bengaluru DC,Active
AST00359,ORG00378,SRV-00359,Domain Controller 00359,Domain Controller,High,Development,Hyderabad DC,Active
AST00360,ORG00256,SRV-00360,Firewall 00360,Firewall,High,Staging,Hyderabad DC,Active
AST00361,ORG00501,SRV-00361,Domain Controller 00361,Domain Controller,High,Staging,Delhi DC,Active
AST00362,ORG00030,SRV-00362,Server 00362,Server,High,Staging,Bengaluru DC,Active
AST00363,ORG00760,SRV-00363,Firewall 00363,Firewall,Medium,Production,Bengaluru DC,Active
AST00364,ORG00038,SRV-00364,Network Device 00364,Network Device,Medium,Development,Pune DC,Active
AST00365,ORG00025,SRV-00365,Server 00365,Server,High,Development,Hyderabad DC,Active
AST00366,ORG00207,SRV-00366,Server 00366,Server,Low,Staging,Bengaluru DC,Active
AST00367,ORG00122,SRV-00367,Application 00367,Application,High,Production,Pune DC,Active
AST00368,ORG00086,SRV-00368,Application 00368,Application,Low,Development,Bengaluru DC,Active
AST00369,ORG00166,SRV-00369,Workstation 00369,Workstation,High,Production,Delhi DC,Maintenance
AST00370,ORG00200,SRV-00370,Application 00370,Application,Low,Development,Delhi DC,Active
AST00371,ORG00389,SRV-00371,Application 00371,Application,Critical,Staging,Hyderabad DC,Inactive
AST00372,ORG00547,SRV-00372,Server 00372,Server,Critical,Production,Hyderabad DC,Active
AST00373,ORG00038,SRV-00373,Server 00373,Server,Low,Development,Hyderabad DC,Active
AST00374,ORG00107,SRV-00374,Workstation 00374,Workstation,Medium,Development,Mumbai DC,Active
AST00375,ORG00750,SRV-00375,Server 00375,Server,Medium,Development,Bengaluru DC,Active
AST00376,ORG00745,SRV-00376,Firewall 00376,Firewall,High,Production,Bengaluru DC,Active
AST00377,ORG00818,SRV-00377,Application 00377,Application,Medium,Development,Hyderabad DC,Active
AST00378,ORG00753,SRV-00378,Firewall 00378,Firewall,Medium,Development,Pune DC,Active
AST00379,ORG00635,SRV-00379,Workstation 00379,Workstation,Low,Production,Hyderabad DC,Active
AST00380,ORG00857,SRV-00380,Database 00380,Database,Medium,Production,Delhi DC,Active
AST00381,ORG00504,SRV-00381,Firewall 00381,Firewall,Medium,Production,Bengaluru DC,Active
AST00382,ORG00003,SRV-00382,Application 00382,Application,High,Production,Pune DC,Active
AST00383,ORG00068,SRV-00383,Firewall 00383,Firewall,Critical,Production,Pune DC,Active
AST00384,ORG00733,SRV-00384,Workstation 00384,Workstation,High,Development,Delhi DC,Active
AST00385,ORG00633,SRV-00385,Application 00385,Application,Medium,Staging,Bengaluru DC,Active
AST00386,ORG00359,SRV-00386,Network Device 00386,Network Device,Medium,Development,Pune DC,Active
AST00387,ORG00506,SRV-00387,Server 00387,Server,Medium,Production,Mumbai DC,Active
AST00388,ORG00691,SRV-00388,Network Device 00388,Network Device,Low,Staging,Bengaluru DC,Active
AST00389,ORG00996,SRV-00389,Firewall 00389,Firewall,Medium,Development,Pune DC,Active
AST00390,ORG00293,SRV-00390,Workstation 00390,Workstation,Critical,Development,Pune DC,Maintenance
AST00391,ORG00320,SRV-00391,Workstation 00391,Workstation,Low,Staging,Delhi DC,Active
AST00392,ORG00498,SRV-00392,Network Device 00392,Network Device,Critical,Development,Delhi DC,Active
AST00393,ORG00699,SRV-00393,Network Device 00393,Network Device,Critical,Development,Delhi DC,Active
AST00394,ORG00696,SRV-00394,Application 00394,Application,High,Production,Pune DC,Active
AST00395,ORG00449,SRV-00395,Domain Controller 00395,Domain Controller,High,Staging,Mumbai DC,Inactive
AST00396,ORG00787,SRV-00396,Cloud Instance 00396,Cloud Instance,High,Staging,Pune DC,Active
AST00397,ORG00914,SRV-00397,Database 00397,Database,High,Development,Hyderabad DC,Active
AST00398,ORG00828,SRV-00398,Database 00398,Database,High,Production,Mumbai DC,Maintenance
AST00399,ORG00950,SRV-00399,Workstation 00399,Workstation,High,Staging,Hyderabad DC,Active
AST00400,ORG00014,SRV-00400,Workstation 00400,Workstation,Medium,Production,Hyderabad DC,Active
AST00401,ORG00499,SRV-00401,Database 00401,Database,High,Production,Hyderabad DC,Active
AST00402,ORG00125,SRV-00402,Application 00402,Application,Low,Development,Mumbai DC,Active
AST00403,ORG00149,SRV-00403,Database 00403,Database,Medium,Production,Pune DC,Active
AST00404,ORG00555,SRV-00404,Workstation 00404,Workstation,Critical,Staging,Pune DC,Active
AST00405,ORG00701,SRV-00405,Firewall 00405,Firewall,High,Development,Mumbai DC,Active
AST00406,ORG00792,SRV-00406,Database 00406,Database,Low,Production,Hyderabad DC,Active
AST00407,ORG00806,SRV-00407,Firewall 00407,Firewall,Low,Staging,Mumbai DC,Active
AST00408,ORG00384,SRV-00408,Workstation 00408,Workstation,Critical,Production,Hyderabad DC,Active
AST00409,ORG00039,SRV-00409,Cloud Instance 00409,Cloud Instance,High,Development,Pune DC,Active
AST00410,ORG00878,SRV-00410,Firewall 00410,Firewall,High,Staging,Bengaluru DC,Active
AST00411,ORG00344,SRV-00411,Workstation 00411,Workstation,Medium,Staging,Pune DC,Active
AST00412,ORG00126,SRV-00412,Workstation 00412,Workstation,Medium,Staging,Bengaluru DC,Active
AST00413,ORG00696,SRV-00413,Network Device 00413,Network Device,High,Development,Bengaluru DC,Active
AST00414,ORG00688,SRV-00414,Network Device 00414,Network Device,High,Production,Pune DC,Active
AST00415,ORG00347,SRV-00415,Firewall 00415,Firewall,High,Development,Hyderabad DC,Active
AST00416,ORG00340,SRV-00416,Cloud Instance 00416,Cloud Instance,Low,Staging,Delhi DC,Active
AST00417,ORG00223,SRV-00417,Network Device 00417,Network Device,Critical,Development,Bengaluru DC,Maintenance
AST00418,ORG00608,SRV-00418,Workstation 00418,Workstation,Low,Development,Mumbai DC,Active
AST00419,ORG00842,SRV-00419,Firewall 00419,Firewall,Medium,Staging,Hyderabad DC,Active
AST00420,ORG00642,SRV-00420,Network Device 00420,Network Device,Medium,Development,Pune DC,Active
AST00421,ORG00488,SRV-00421,Firewall 00421,Firewall,Medium,Development,Pune DC,Active
AST00422,ORG00302,SRV-00422,Network Device 00422,Network Device,Medium,Development,Delhi DC,Inactive
AST00423,ORG00435,SRV-00423,Application 00423,Application,Medium,Production,Bengaluru DC,Active
AST00424,ORG00296,SRV-00424,Database 00424,Database,High,Production,Delhi DC,Active
AST00425,ORG00149,SRV-00425,Server 00425,Server,Critical,Production,Pune DC,Active
AST00426,ORG00798,SRV-00426,Domain Controller 00426,Domain Controller,High,Staging,Delhi DC,Active
AST00427,ORG00689,SRV-00427,Firewall 00427,Firewall,Low,Production,Pune DC,Active
AST00428,ORG00270,SRV-00428,Server 00428,Server,Critical,Staging,Bengaluru DC,Active
AST00429,ORG00873,SRV-00429,Domain Controller 00429,Domain Controller,Critical,Production,Hyderabad DC,Active
AST00430,ORG00262,SRV-00430,Database 00430,Database,Medium,Staging,Delhi DC,Active
AST00431,ORG00026,SRV-00431,Application 00431,Application,Critical,Development,Pune DC,Active
AST00432,ORG00040,SRV-00432,Server 00432,Server,Medium,Staging,Bengaluru DC,Active
AST00433,ORG00086,SRV-00433,Domain Controller 00433,Domain Controller,Low,Staging,Bengaluru DC,Maintenance
AST00434,ORG00928,SRV-00434,Domain Controller 00434,Domain Controller,High,Staging,Mumbai DC,Active
AST00435,ORG00311,SRV-00435,Cloud Instance 00435,Cloud Instance,Medium,Production,Hyderabad DC,Active
AST00436,ORG00983,SRV-00436,Server 00436,Server,High,Staging,Mumbai DC,Active
AST00437,ORG00507,SRV-00437,Network Device 00437,Network Device,Medium,Development,Pune DC,Active
AST00438,ORG00423,SRV-00438,Cloud Instance 00438,Cloud Instance,Low,Development,Delhi DC,Active
AST00439,ORG00199,SRV-00439,Database 00439,Database,Low,Development,Delhi DC,Active
AST00440,ORG00967,SRV-00440,Domain Controller 00440,Domain Controller,Medium,Staging,Hyderabad DC,Active
AST00441,ORG00029,SRV-00441,Domain Controller 00441,Domain Controller,Medium,Staging,Mumbai DC,Active
AST00442,ORG00760,SRV-00442,Application 00442,Application,High,Production,Bengaluru DC,Active
AST00443,ORG00211,SRV-00443,Workstation 00443,Workstation,Medium,Development,Delhi DC,Active
AST00444,ORG00318,SRV-00444,Database 00444,Database,High,Staging,Hyderabad DC,Active
AST00445,ORG00865,SRV-00445,Server 00445,Server,Medium,Development,Bengaluru DC,Active
AST00446,ORG00955,SRV-00446,Server 00446,Server,High,Production,Hyderabad DC,Active
AST00447,ORG00514,SRV-00447,Cloud Instance 00447,Cloud Instance,High,Staging,Delhi DC,Active
AST00448,ORG00675,SRV-00448,Domain Controller 00448,Domain Controller,Medium,Staging,Mumbai DC,Active
AST00449,ORG00149,SRV-00449,Server 00449,Server,Medium,Production,Delhi DC,Active
AST00450,ORG00661,SRV-00450,Workstation 00450,Workstation,High,Development,Pune DC,Active
AST00451,ORG00742,SRV-00451,Database 00451,Database,High,Development,Mumbai DC,Active
AST00452,ORG00104,SRV-00452,Domain Controller 00452,Domain Controller,Low,Staging,Hyderabad DC,Active
AST00453,ORG00335,SRV-00453,Cloud Instance 00453,Cloud Instance,High,Staging,Hyderabad DC,Active
AST00454,ORG00795,SRV-00454,Application 00454,Application,Medium,Staging,Mumbai DC,Active
AST00455,ORG00686,SRV-00455,Network Device 00455,Network Device,Critical,Development,Pune DC,Active
AST00456,ORG00442,SRV-00456,Network Device 00456,Network Device,High,Development,Pune DC,Active
AST00457,ORG00741,SRV-00457,Cloud Instance 00457,Cloud Instance,Medium,Staging,Mumbai DC,Active
AST00458,ORG00390,SRV-00458,Application 00458,Application,Low,Production,Hyderabad DC,Active
AST00459,ORG00754,SRV-00459,Application 00459,Application,High,Staging,Bengaluru DC,Active
AST00460,ORG00582,SRV-00460,Server 00460,Server,Low,Staging,Delhi DC,Active
AST00461,ORG00335,SRV-00461,Application 00461,Application,Medium,Production,Hyderabad DC,Active
AST00462,ORG00392,SRV-00462,Cloud Instance 00462,Cloud Instance,Critical,Production,Mumbai DC,Active
AST00463,ORG00232,SRV-00463,Server 00463,Server,Medium,Staging,Delhi DC,Active
AST00464,ORG00700,SRV-00464,Application 00464,Application,Medium,Development,Pune DC,Active
AST00465,ORG00740,SRV-00465,Network Device 00465,Network Device,High,Development,Bengaluru DC,Active
AST00466,ORG00544,SRV-00466,Database 00466,Database,Medium,Production,Pune DC,Active
AST00467,ORG00546,SRV-00467,Cloud Instance 00467,Cloud Instance,Low,Production,Bengaluru DC,Active
AST00468,ORG00351,SRV-00468,Database 00468,Database,Low,Staging,Delhi DC,Active
AST00469,ORG00977,SRV-00469,Workstation 00469,Workstation,High,Development,Bengaluru DC,Active
AST00470,ORG00263,SRV-00470,Application 00470,Application,Medium,Staging,Bengaluru DC,Active
AST00471,ORG00697,SRV-00471,Firewall 00471,Firewall,High,Development,Bengaluru DC,Active
AST00472,ORG00943,SRV-00472,Domain Controller 00472,Domain Controller,High,Development,Bengaluru DC,Active
AST00473,ORG00638,SRV-00473,Domain Controller 00473,Domain Controller,Critical,Development,Hyderabad DC,Active
AST00474,ORG00574,SRV-00474,Server 00474,Server,Critical,Production,Mumbai DC,Active
AST00475,ORG00591,SRV-00475,Cloud Instance 00475,Cloud Instance,Critical,Staging,Bengaluru DC,Active
AST00476,ORG00908,SRV-00476,Firewall 00476,Firewall,Medium,Production,Pune DC,Active
AST00477,ORG00703,SRV-00477,Cloud Instance 00477,Cloud Instance,High,Development,Hyderabad DC,Active
AST00478,ORG00838,SRV-00478,Firewall 00478,Firewall,Critical,Staging,Bengaluru DC,Active
AST00479,ORG00834,SRV-00479,Workstation 00479,Workstation,Medium,Staging,Delhi DC,Active
AST00480,ORG00008,SRV-00480,Database 00480,Database,High,Development,Bengaluru DC,Active
AST00481,ORG00661,SRV-00481,Firewall 00481,Firewall,Critical,Production,Mumbai DC,Active
AST00482,ORG00069,SRV-00482,Firewall 00482,Firewall,Low,Staging,Bengaluru DC,Active
AST00483,ORG00379,SRV-00483,Server 00483,Server,Critical,Production,Delhi DC,Active
AST00484,ORG00754,SRV-00484,Workstation 00484,Workstation,Critical,Production,Hyderabad DC,Active
AST00485,ORG00946,SRV-00485,Workstation 00485,Workstation,High,Staging,Bengaluru DC,Active
AST00486,ORG00063,SRV-00486,Cloud Instance 00486,Cloud Instance,Low,Staging,Bengaluru DC,Active
AST00487,ORG00658,SRV-00487,Application 00487,Application,High,Production,Bengaluru DC,Active
