investigation_id,alert_id,analyst_id,started_at,completed_at,duration_minutes,actions_performed,queries_executed,evidence_reviewed,investigation_notes,findings,escalation_decision
INV00143,ALT00143,AN18634,2026-08-26 06:13:14,2026-08-26 06:37:14,24,Reviewed authentication logs; checked source IP,12,No,Checked endpoint telemetry and correlated network events.,Likely false positive,No
INV00144,ALT00144,AN15505,2026-08-02 07:26:24,2026-08-02 08:43:24,77,Reviewed endpoint logs; analyzed process tree,3,Yes,Validated detection against SIEM and endpoint evidence.,Likely false positive,No
INV00145,ALT00145,AN12576,2026-09-07 17:16:12,2026-09-07 18:23:12,67,Reviewed authentication logs; checked source IP,3,Yes,Checked endpoint telemetry and correlated network events.,Benign activity,Yes
INV00146,ALT00146,AN15497,2026-09-07 14:59:22,2026-09-07 16:37:22,98,Checked threat intelligence and historical activity,12,Yes,Checked endpoint telemetry and correlated network events.,Potential compromise identified,Yes
INV00147,ALT00147,AN16104,2026-09-04 00:43:42,2026-09-04 01:01:42,18,Reviewed authentication logs; checked source IP,2,Yes,Validated detection against SIEM and endpoint evidence.,Suspicious activity confirmed,No
INV00148,ALT00148,AN24350,2026-08-30 23:06:41,2026-08-30 23:28:41,22,Reviewed endpoint logs; analyzed process tree,4,Yes,Validated detection against SIEM and endpoint evidence.,Benign activity,No
INV00149,ALT00149,AN09356,2026-08-03 19:14:40,2026-08-03 19:32:40,18,Reviewed endpoint logs; analyzed process tree,7,Yes,Reviewed authentication logs and source IP.,Benign activity,No
INV00150,ALT00150,AN13810,2026-09-09 04:03:52,2026-09-09 04:34:52,31,"Correlated SIEM, firewall and endpoint telemetry",3,Yes,Validated detection against SIEM and endpoint evidence.,Potential compromise identified,No
INV00151,ALT00151,AN11494,2026-08-22 13:09:25,2026-08-22 14:38:25,89,Reviewed authentication logs; checked source IP,9,Yes,Investigated user activity and historical baseline.,Potential compromise identified,Yes
INV00152,ALT00152,AN09899,2026-09-02 07:17:43,2026-09-02 07:53:43,36,"Correlated SIEM, firewall and endpoint telemetry",8,No,Investigated user activity and historical baseline.,Suspicious activity confirmed,No
INV00153,ALT00153,AN15854,2026-08-10 03:23:22,2026-08-10 03:53:22,30,Checked threat intelligence and historical activity,4,No,Investigated user activity and historical baseline.,Benign activity,No
INV00154,ALT00154,AN13832,2026-08-11 15:04:04,2026-08-11 15:45:04,41,Reviewed authentication logs; checked source IP,3,Yes,Reviewed authentication logs and source IP.,Suspicious activity confirmed,Yes
INV00155,ALT00155,AN03609,2026-08-25 11:11:12,2026-08-25 12:41:12,90,Reviewed endpoint logs; analyzed process tree,4,Yes,Investigated user activity and historical baseline.,Potential compromise identified,Yes
INV00156,ALT00156,AN05934,2026-08-09 20:40:51,2026-08-09 21:30:51,50,"Correlated SIEM, firewall and endpoint telemetry",8,Yes,Checked endpoint telemetry and correlated network events.,Benign activity,No
INV00157,ALT00157,AN18389,2026-08-29 17:35:03,2026-08-29 17:54:03,19,Reviewed authentication logs; checked source IP,6,No,Reviewed authentication logs and source IP.,Potential compromise identified,Yes
INV00158,ALT00158,AN07058,2026-09-03 09:17:42,2026-09-03 09:32:42,15,Reviewed authentication logs; checked source IP,8,Yes,Checked endpoint telemetry and correlated network events.,Potential compromise identified,Yes
INV00159,ALT00159,AN06448,2026-08-08 02:33:02,2026-08-08 02:46:02,13,Reviewed endpoint logs; analyzed process tree,2,No,Investigated user activity and historical baseline.,Potential compromise identified,No
INV00160,ALT00160,AN13388,2026-08-29 04:10:39,2026-08-29 04:25:39,15,Reviewed authentication logs; checked source IP,10,Yes,Investigated user activity and historical baseline.,Benign activity,Yes
INV00161,ALT00161,AN02340,2026-08-22 20:53:35,2026-08-22 21:18:35,25,"Correlated SIEM, firewall and endpoint telemetry",7,Yes,Reviewed authentication logs and source IP.,Benign activity,Yes
INV00162,ALT00162,AN03461,2026-08-31 08:42:46,2026-08-31 09:48:46,66,Reviewed authentication logs; checked source IP,4,Yes,Reviewed authentication logs and source IP.,Likely false positive,No
INV00163,ALT00163,AN04753,2026-08-10 18:26:36,2026-08-10 18:45:36,19,"Correlated SIEM, firewall and endpoint telemetry",7,No,Reviewed authentication logs and source IP.,Benign activity,No
INV00164,ALT00164,AN05097,2026-08-06 16:09:08,2026-08-06 16:20:08,11,Reviewed authentication logs; checked source IP,12,Yes,Reviewed authentication logs and source IP.,Potential compromise identified,Yes
INV00165,ALT00165,AN04755,2026-08-19 17:47:31,2026-08-19 18:06:31,19,Reviewed endpoint logs; analyzed process tree,6,Yes,Validated detection against SIEM and endpoint evidence.,Potential compromise identified,No
INV00166,ALT00166,AN00688,2026-09-06 04:02:31,2026-09-06 04:56:31,54,Reviewed authentication logs; checked source IP,10,No,Validated detection against SIEM and endpoint evidence.,Likely false positive,Yes
INV00167,ALT00167,AN21644,2026-08-03 10:01:42,2026-08-03 11:27:42,86,Reviewed authentication logs; checked source IP,10,Yes,Investigated user activity and historical baseline.,Likely false positive,Yes
INV00168,ALT00168,AN12052,2026-08-23 09:04:39,2026-08-23 10:14:39,70,Reviewed endpoint logs; analyzed process tree,9,Yes,Reviewed authentication logs and source IP.,Potential compromise identified,No
INV00169,ALT00169,AN24470,2026-09-06 08:40:57,2026-09-06 09:55:57,75,Reviewed authentication logs; checked source IP,2,Yes,Investigated user activity and historical baseline.,Potential compromise identified,No
INV00170,ALT00170,AN19799,2026-08-14 06:16:48,2026-08-14 06:38:48,22,Reviewed endpoint logs; analyzed process tree,2,Yes,Validated detection against SIEM and endpoint evidence.,Suspicious activity confirmed,Yes
INV00171,ALT00171,AN14029,2026-08-23 08:50:46,2026-08-23 09:15:46,25,Reviewed authentication logs; checked source IP,9,Yes,Investigated user activity and historical baseline.,Likely false positive,Yes
INV00172,ALT00172,AN05912,2026-09-08 01:24:52,2026-09-08 02:02:52,38,Reviewed endpoint logs; analyzed process tree,7,No,Checked endpoint telemetry and correlated network events.,Likely false positive,No
INV00173,ALT00173,AN06361,2026-08-30 08:02:33,2026-08-30 08:23:33,21,Checked threat intelligence and historical activity,9,Yes,Checked endpoint telemetry and correlated network events.,Benign activity,Yes
INV00174,ALT00174,AN04063,2026-08-10 16:29:33,2026-08-10 17:14:33,45,"Correlated SIEM, firewall and endpoint telemetry",7,Yes,Reviewed authentication logs and source IP.,Likely false positive,Yes
INV00175,ALT00175,AN04555,2026-09-06 13:57:19,2026-09-06 14:35:19,38,Checked threat intelligence and historical activity,3,Yes,Reviewed authentication logs and source IP.,Likely false positive,Yes
INV00176,ALT00176,AN19340,2026-08-18 19:55:55,2026-08-18 20:52:55,57,Reviewed endpoint logs; analyzed process tree,2,Yes,Validated detection against SIEM and endpoint evidence.,Suspicious activity confirmed,Yes
INV00177,ALT00177,AN11460,2026-09-02 23:00:03,2026-09-02 23:25:03,25,"Correlated SIEM, firewall and endpoint telemetry",8,Yes,Checked endpoint telemetry and correlated network events.,Benign activity,Yes
INV00178,ALT00178,AN08911,2026-08-02 16:33:30,2026-08-02 16:47:30,14,Reviewed endpoint logs; analyzed process tree,2,No,Investigated user activity and historical baseline.,Potential compromise identified,Yes
INV00179,ALT00179,AN18014,2026-08-12 02:25:24,2026-08-12 02:42:24,17,Reviewed endpoint logs; analyzed process tree,2,Yes,Validated detection against SIEM and endpoint evidence.,Suspicious activity confirmed,Yes
INV00180,ALT00180,AN16937,2026-08-27 10:36:04,2026-08-27 11:50:04,74,Checked threat intelligence and historical activity,11,Yes,Checked endpoint telemetry and correlated network events.,Potential compromise identified,Yes
INV00181,ALT00181,AN04891,2026-08-29 05:32:47,2026-08-29 06:24:47,52,Reviewed endpoint logs; analyzed process tree,3,Yes,Investigated user activity and historical baseline.,Suspicious activity confirmed,No
INV00182,ALT00182,AN18059,2026-08-14 01:51:27,2026-08-14 02:04:27,13,Reviewed authentication logs; checked source IP,2,Yes,Checked endpoint telemetry and correlated network events.,Potential compromise identified,No
INV00183,ALT00183,AN01596,2026-09-01 04:12:48,2026-09-01 06:00:48,108,Reviewed endpoint logs; analyzed process tree,10,No,Investigated user activity and historical baseline.,Potential compromise identified,Yes
INV00184,ALT00184,AN07992,2026-08-15 19:42:47,2026-08-15 19:54:47,12,"Correlated SIEM, firewall and endpoint telemetry",6,Yes,Validated detection against SIEM and endpoint evidence.,Likely false positive,Yes
INV00185,ALT00185,AN11708,2026-08-25 14:35:10,2026-08-25 15:26:10,51,Reviewed endpoint logs; analyzed process tree,6,Yes,Checked endpoint telemetry and correlated network events.,Benign activity,No
INV00186,ALT00186,AN19075,2026-08-01 09:33:19,2026-08-01 10:01:19,28,"Correlated SIEM, firewall and endpoint telemetry",2,Yes,Investigated user activity and historical baseline.,Potential compromise identified,No
INV00187,ALT00187,AN17668,2026-08-08 16:50:50,2026-08-08 17:12:50,22,Reviewed endpoint logs; analyzed process tree,10,Yes,Reviewed authentication logs and source IP.,Suspicious activity confirmed,No
INV00188,ALT00188,AN16362,2026-08-12 17:16:11,2026-08-12 18:34:11,78,"Correlated SIEM, firewall and endpoint telemetry",10,Yes,Validated detection against SIEM and endpoint evidence.,Potential compromise identified,Yes
INV00189,ALT00189,AN12302,2026-08-11 07:11:31,2026-08-11 07:31:31,20,Reviewed authentication logs; checked source IP,10,Yes,Investigated user activity and historical baseline.,Suspicious activity confirmed,Yes
INV00190,ALT00190,AN15698,2026-09-04 09:22:57,2026-09-04 10:04:57,42,Reviewed authentication logs; checked source IP,4,Yes,Reviewed authentication logs and source IP.,Potential compromise identified,No
INV00191,ALT00191,AN02120,2026-08-20 06:19:18,2026-08-20 06:33:18,14,Checked threat intelligence and historical activity,5,Yes,Reviewed authentication logs and source IP.,Suspicious activity confirmed,Yes
INV00192,ALT00192,AN19386,2026-09-03 18:54:37,2026-09-03 20:18:37,84,Checked threat intelligence and historical activity,10,Yes,Checked endpoint telemetry and correlated network events.,Likely false positive,Yes
INV00193,ALT00193,AN00801,2026-08-27 18:56:18,2026-08-27 19:35:18,39,Reviewed authentication logs; checked source IP,3,Yes,Investigated user activity and historical baseline.,Potential compromise identified,Yes
INV00194,ALT00194,AN05467,2026-08-14 03:14:42,2026-08-14 04:07:42,53,Reviewed endpoint logs; analyzed process tree,9,Yes,Validated detection against SIEM and endpoint evidence.,Suspicious activity confirmed,No
INV00195,ALT00195,AN15619,2026-08-22 08:41:33,2026-08-22 08:54:33,13,Reviewed authentication logs; checked source IP,7,Yes,Investigated user activity and historical baseline.,Likely false positive,No
INV00196,ALT00196,AN23585,2026-08-07 14:31:01,2026-08-07 15:13:01,42,"Correlated SIEM, firewall and endpoint telemetry",4,Yes,Checked endpoint telemetry and correlated network events.,Potential compromise identified,Yes
INV00197,ALT00197,AN04601,2026-08-13 06:43:07,2026-08-13 07:02:07,19,Checked threat intelligence and historical activity,2,Yes,Reviewed authentication logs and source IP.,Benign activity,No
INV00198,ALT00198,AN00937,2026-08-31 12:47:35,2026-08-31 13:21:35,34,Reviewed authentication logs; checked source IP,8,Yes,Checked endpoint telemetry and correlated network events.,Likely false positive,No
INV00199,ALT00199,AN11555,2026-08-08 01:28:25,2026-08-08 03:23:25,115,Reviewed authentication logs; checked source IP,5,No,Reviewed authentication logs and source IP.,Suspicious activity confirmed,Yes
INV00200,ALT00200,AN05457,2026-08-12 12:29:52,2026-08-12 12:51:52,22,Reviewed endpoint logs; analyzed process tree,3,Yes,Checked endpoint telemetry and correlated network events.,Suspicious activity confirmed,No
INV00201,ALT00201,AN19440,2026-08-06 14:18:02,2026-08-06 15:27:02,69,Checked threat intelligence and historical activity,2,Yes,Validated detection against SIEM and endpoint evidence.,Likely false positive,No
INV00202,ALT00202,AN16057,2026-08-13 16:16:05,2026-08-13 16:58:05,42,Reviewed authentication logs; checked source IP,4,Yes,Checked endpoint telemetry and correlated network events.,Suspicious activity confirmed,Yes
INV00203,ALT00203,AN04589,2026-08-08 00:01:35,2026-08-08 00:16:35,15,"Correlated SIEM, firewall and endpoint telemetry",5,Yes,Investigated user activity and historical baseline.,Likely false positive,Yes
INV00204,ALT00204,AN14127,2026-08-16 15:41:40,2026-08-16 16:17:40,36,Checked threat intelligence and historical activity,8,Yes,Investigated user activity and historical baseline.,Benign activity,Yes
INV00205,ALT00205,AN12508,2026-08-24 03:49:18,2026-08-24 03:58:18,9,Reviewed endpoint logs; analyzed process tree,4,Yes,Investigated user activity and historical baseline.,Benign activity,No
INV00206,ALT00206,AN07962,2026-09-02 18:36:37,2026-09-02 20:00:37,84,Reviewed authentication logs; checked source IP,4,Yes,Validated detection against SIEM and endpoint evidence.,Likely false positive,Yes
INV00207,ALT00207,AN11707,2026-09-03 23:10:59,2026-09-03 23:24:59,14,Checked threat intelligence and historical activity,2,Yes,Investigated user activity and historical baseline.,Potential compromise identified,No
INV00208,ALT00208,AN17771,2026-09-04 01:02:16,2026-09-04 01:22:16,20,"Correlated SIEM, firewall and endpoint telemetry",2,No,Checked endpoint telemetry and correlated network events.,Likely false positive,Yes
INV00209,ALT00209,AN04339,2026-08-19 08:33:16,2026-08-19 09:34:16,61,Checked threat intelligence and historical activity,11,Yes,Validated detection against SIEM and endpoint evidence.,Benign activity,No
INV00210,ALT00210,AN24331,2026-08-20 22:38:17,2026-08-20 23:15:17,37,Reviewed authentication logs; checked source IP,5,Yes,Investigated user activity and historical baseline.,Benign activity,Yes
INV00211,ALT00211,AN23987,2026-08-18 19:15:53,2026-08-18 19:42:53,27,Reviewed endpoint logs; analyzed process tree,12,Yes,Reviewed authentication logs and source IP.,Potential compromise identified,No
INV00212,ALT00212,AN00096,2026-08-01 23:53:45,2026-08-02 00:52:45,59,Checked threat intelligence and historical activity,3,Yes,Reviewed authentication logs and source IP.,Suspicious activity confirmed,No
INV00213,ALT00213,AN11999,2026-08-28 18:11:28,2026-08-28 18:41:28,30,Reviewed authentication logs; checked source IP,11,Yes,Investigated user activity and historical baseline.,Potential compromise identified,No
INV00214,ALT00214,AN00520,2026-08-16 22:48:41,2026-08-16 23:12:41,24,Checked threat intelligence and historical activity,6,Yes,Validated detection against SIEM and endpoint evidence.,Potential compromise identified,No
INV00215,ALT00215,AN02842,2026-08-12 12:30:03,2026-08-12 12:47:03,17,"Correlated SIEM, firewall and endpoint telemetry",9,Yes,Investigated user activity and historical baseline.,Potential compromise identified,Yes
INV00216,ALT00216,AN10114,2026-08-13 15:40:47,2026-08-13 15:54:47,14,Checked threat intelligence and historical activity,6,Yes,Checked endpoint telemetry and correlated network events.,Likely false positive,Yes
INV00217,ALT00217,AN04224,2026-08-03 13:42:23,2026-08-03 14:35:23,53,Reviewed endpoint logs; analyzed process tree,10,Yes,Validated detection against SIEM and endpoint evidence.,Potential compromise identified,Yes
INV00218,ALT00218,AN00602,2026-08-17 10:41:24,2026-08-17 11:27:24,46,Checked threat intelligence and historical activity,6,Yes,Investigated user activity and historical baseline.,Suspicious activity confirmed,Yes
INV00219,ALT00219,AN02011,2026-08-18 19:52:13,2026-08-18 20:11:13,19,Checked threat intelligence and historical activity,8,Yes,Reviewed authentication logs and source IP.,Suspicious activity confirmed,Yes
