alert_id,external_id,organization_id,asset_id,analyst_id,alert_type,severity,status,created_at,closed_at,closure_time_minutes,investigation_notes,evidence_reviewed,escalated,false_positive,incident_id
ALT00143,SIEM-900143,ORG00411,AST05775,AN18634,Phishing,Medium,Closed,2026-08-26 06:11:00,2026-08-26 06:35:00,24,Checked endpoint telemetry and correlated network events.,No,No,No,
ALT00144,SIEM-900144,ORG00398,AST06382,AN15505,Privilege Escalation,Medium,Investigating,2026-08-02 07:26:00,,,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT00145,SIEM-900145,ORG00112,AST20586,AN12576,Malware,Low,Escalated,2026-09-07 17:15:00,,,Checked endpoint telemetry and correlated network events.,Yes,Yes,Yes,INC00145
ALT00146,SIEM-900146,ORG00046,AST06989,AN15497,Phishing,Medium,Open,2026-09-07 14:57:00,,,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,
ALT00147,SIEM-900147,ORG00280,AST04381,AN16104,Malware,Low,Closed,2026-09-04 00:41:00,2026-09-04 00:59:00,18,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT00148,SIEM-900148,ORG00894,AST06430,AN24350,Suspicious Login,Medium,Closed,2026-08-30 23:04:00,2026-08-30 23:26:00,22,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT00149,SIEM-900149,ORG00385,AST04306,AN09356,Impossible Travel,Medium,Closed,2026-08-03 19:13:00,2026-08-03 19:31:00,18,Reviewed authentication logs and source IP.,Yes,No,No,
ALT00150,SIEM-900150,ORG00813,AST16299,AN13810,Malware,Medium,Closed,2026-09-09 04:01:00,2026-09-09 04:32:00,31,Validated detection against SIEM and endpoint evidence.,Yes,No,Yes,
ALT00151,SIEM-900151,ORG00666,AST24548,AN11494,Impossible Travel,Medium,Escalated,2026-08-22 13:09:00,,,Investigated user activity and historical baseline.,Yes,Yes,No,INC00151
ALT00152,SIEM-900152,ORG00038,AST09269,AN09899,Privilege Escalation,Medium,Closed,2026-09-02 07:16:00,2026-09-02 07:52:00,36,Investigated user activity and historical baseline.,No,No,No,
ALT00153,SIEM-900153,ORG00269,AST08611,AN15854,Data Exfiltration,Medium,Closed,2026-08-10 03:23:00,2026-08-10 03:53:00,30,Investigated user activity and historical baseline.,No,No,No,
ALT00154,SIEM-900154,ORG00746,AST20744,AN13832,Brute Force,Low,Open,2026-08-11 15:02:00,,,Reviewed authentication logs and source IP.,Yes,Yes,No,
ALT00155,SIEM-900155,ORG00579,AST06858,AN03609,Ransomware,Low,Investigating,2026-08-25 11:09:00,,,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT00156,SIEM-900156,ORG00946,AST17103,AN05934,Port Scan,High,Open,2026-08-09 20:39:00,,,Checked endpoint telemetry and correlated network events.,Yes,No,No,
ALT00157,SIEM-900157,ORG00964,AST14693,AN18389,Privilege Escalation,Low,Closed,2026-08-29 17:34:00,2026-08-29 17:53:00,19,Reviewed authentication logs and source IP.,No,Yes,No,
ALT00158,SIEM-900158,ORG00684,AST21286,AN07058,Anomalous Process,Medium,Closed,2026-09-03 09:15:00,2026-09-03 09:30:00,15,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,
ALT00159,SIEM-900159,ORG00454,AST23771,AN06448,Suspicious Login,Medium,Closed,2026-08-08 02:31:00,2026-08-08 02:44:00,13,Investigated user activity and historical baseline.,No,No,No,
ALT00160,SIEM-900160,ORG00059,AST24442,AN13388,Data Exfiltration,High,Closed,2026-08-29 04:09:00,2026-08-29 04:24:00,15,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT00161,SIEM-900161,ORG00125,AST07463,AN02340,Data Exfiltration,High,Closed,2026-08-22 20:52:00,2026-08-22 21:17:00,25,Reviewed authentication logs and source IP.,Yes,Yes,No,
ALT00162,SIEM-900162,ORG00898,AST03277,AN03461,Anomalous Process,Low,Closed,2026-08-31 08:41:00,2026-08-31 09:47:00,66,Reviewed authentication logs and source IP.,Yes,No,No,
ALT00163,SIEM-900163,ORG00201,AST19222,AN04753,Phishing,High,Closed,2026-08-10 18:25:00,2026-08-10 18:44:00,19,Reviewed authentication logs and source IP.,No,No,Yes,
ALT00164,SIEM-900164,ORG00828,AST18572,AN05097,Data Exfiltration,Low,Closed,2026-08-06 16:08:00,2026-08-06 16:19:00,11,Reviewed authentication logs and source IP.,Yes,Yes,No,
ALT00165,SIEM-900165,ORG00304,AST06844,AN04755,Brute Force,High,Closed,2026-08-19 17:47:00,2026-08-19 18:06:00,19,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT00166,SIEM-900166,ORG00238,AST20799,AN00688,Impossible Travel,Low,Closed,2026-09-06 04:01:00,2026-09-06 04:55:00,54,Validated detection against SIEM and endpoint evidence.,No,Yes,No,
ALT00167,SIEM-900167,ORG00828,AST17367,AN21644,Brute Force,Critical,Escalated,2026-08-03 10:00:00,,,Investigated user activity and historical baseline.,Yes,Yes,No,INC00167
ALT00168,SIEM-900168,ORG00598,AST23610,AN12052,Suspicious Login,Low,Open,2026-08-23 09:02:00,,,Reviewed authentication logs and source IP.,Yes,No,No,
ALT00169,SIEM-900169,ORG00300,AST17958,AN24470,Port Scan,Low,Closed,2026-09-06 08:40:00,2026-09-06 09:55:00,75,Investigated user activity and historical baseline.,Yes,No,Yes,
ALT00170,SIEM-900170,ORG00359,AST23603,AN19799,Port Scan,Medium,Closed,2026-08-14 06:15:00,2026-08-14 06:37:00,22,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,
ALT00171,SIEM-900171,ORG00296,AST13154,AN14029,Malware,Medium,Closed,2026-08-23 08:49:00,2026-08-23 09:14:00,25,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT00172,SIEM-900172,ORG00609,AST14481,AN05912,Privilege Escalation,Low,Closed,2026-09-08 01:24:00,2026-09-08 02:02:00,38,Checked endpoint telemetry and correlated network events.,No,No,No,
ALT00173,SIEM-900173,ORG00202,AST06939,AN06361,Phishing,Medium,Closed,2026-08-30 08:02:00,2026-08-30 08:23:00,21,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,
ALT00174,SIEM-900174,ORG00615,AST23136,AN04063,Suspicious Login,Medium,Closed,2026-08-10 16:27:00,2026-08-10 17:12:00,45,Reviewed authentication logs and source IP.,Yes,Yes,No,
ALT00175,SIEM-900175,ORG00614,AST11272,AN04555,Malware,Low,Closed,2026-09-06 13:56:00,2026-09-06 14:34:00,38,Reviewed authentication logs and source IP.,Yes,Yes,No,
ALT00176,SIEM-900176,ORG00104,AST14425,AN19340,Anomalous Process,Critical,Closed,2026-08-18 19:55:00,2026-08-18 20:52:00,57,Validated detection against SIEM and endpoint evidence.,Yes,Yes,Yes,
ALT00177,SIEM-900177,ORG00723,AST03324,AN11460,Phishing,Low,Escalated,2026-09-02 22:58:00,,,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,INC00177
ALT00178,SIEM-900178,ORG00340,AST05763,AN08911,Privilege Escalation,Medium,Closed,2026-08-02 16:33:00,2026-08-02 16:47:00,14,Investigated user activity and historical baseline.,No,Yes,No,
ALT00179,SIEM-900179,ORG00574,AST07016,AN18014,Brute Force,Medium,Closed,2026-08-12 02:23:00,2026-08-12 02:40:00,17,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,
ALT00180,SIEM-900180,ORG00802,AST17026,AN16937,Ransomware,Low,Closed,2026-08-27 10:35:00,2026-08-27 11:49:00,74,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,
ALT00181,SIEM-900181,ORG00256,AST17223,AN04891,Suspicious Login,Low,Closed,2026-08-29 05:31:00,2026-08-29 06:23:00,52,Investigated user activity and historical baseline.,Yes,No,No,
ALT00182,SIEM-900182,ORG00639,AST01948,AN18059,Impossible Travel,Low,Closed,2026-08-14 01:51:00,2026-08-14 02:04:00,13,Checked endpoint telemetry and correlated network events.,Yes,No,No,
ALT00183,SIEM-900183,ORG00494,AST12743,AN01596,Impossible Travel,Medium,Investigating,2026-09-01 04:11:00,,,Investigated user activity and historical baseline.,No,Yes,No,
ALT00184,SIEM-900184,ORG00408,AST23556,AN07992,Port Scan,Medium,Closed,2026-08-15 19:40:00,2026-08-15 19:52:00,12,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,
ALT00185,SIEM-900185,ORG00409,AST24114,AN11708,Suspicious Login,Low,Closed,2026-08-25 14:34:00,2026-08-25 15:25:00,51,Checked endpoint telemetry and correlated network events.,Yes,No,No,
ALT00186,SIEM-900186,ORG00471,AST12707,AN19075,Data Exfiltration,High,Closed,2026-08-01 09:31:00,2026-08-01 09:59:00,28,Investigated user activity and historical baseline.,Yes,No,No,
ALT00187,SIEM-900187,ORG00205,AST01444,AN17668,Phishing,High,Closed,2026-08-08 16:48:00,2026-08-08 17:10:00,22,Reviewed authentication logs and source IP.,Yes,No,No,
ALT00188,SIEM-900188,ORG00198,AST17157,AN16362,Anomalous Process,Low,Open,2026-08-12 17:15:00,,,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,
ALT00189,SIEM-900189,ORG00780,AST15589,AN12302,Phishing,Low,Closed,2026-08-11 07:11:00,2026-08-11 07:31:00,20,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT00190,SIEM-900190,ORG00899,AST19719,AN15698,Suspicious Login,Medium,Open,2026-09-04 09:21:00,,,Reviewed authentication logs and source IP.,Yes,No,Yes,
ALT00191,SIEM-900191,ORG00268,AST04346,AN02120,Data Exfiltration,High,Closed,2026-08-20 06:19:00,2026-08-20 06:33:00,14,Reviewed authentication logs and source IP.,Yes,Yes,No,
ALT00192,SIEM-900192,ORG00200,AST01541,AN19386,Brute Force,Low,Open,2026-09-03 18:52:00,,,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,
ALT00193,SIEM-900193,ORG00033,AST14564,AN00801,Suspicious Login,High,Closed,2026-08-27 18:55:00,2026-08-27 19:34:00,39,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT00194,SIEM-900194,ORG00218,AST19905,AN05467,Phishing,Medium,Closed,2026-08-14 03:12:00,2026-08-14 04:05:00,53,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT00195,SIEM-900195,ORG00167,AST23544,AN15619,Brute Force,High,Closed,2026-08-22 08:40:00,2026-08-22 08:53:00,13,Investigated user activity and historical baseline.,Yes,No,Yes,
ALT00196,SIEM-900196,ORG00433,AST13330,AN23585,Malware,High,Escalated,2026-08-07 14:30:00,,,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,INC00196
ALT00197,SIEM-900197,ORG00841,AST11278,AN04601,Privilege Escalation,Low,Investigating,2026-08-13 06:42:00,,,Reviewed authentication logs and source IP.,Yes,No,No,
ALT00198,SIEM-900198,ORG00902,AST00617,AN00937,Malware,Low,Closed,2026-08-31 12:46:00,2026-08-31 13:20:00,34,Checked endpoint telemetry and correlated network events.,Yes,No,No,
ALT00199,SIEM-900199,ORG00586,AST18389,AN11555,Port Scan,Low,Escalated,2026-08-08 01:28:00,,,Reviewed authentication logs and source IP.,No,Yes,Yes,INC00199
ALT00200,SIEM-900200,ORG00868,AST13895,AN05457,Privilege Escalation,Low,Closed,2026-08-12 12:28:00,2026-08-12 12:50:00,22,Checked endpoint telemetry and correlated network events.,Yes,No,No,
ALT00201,SIEM-900201,ORG00079,AST09077,AN19440,Suspicious Login,Critical,Investigating,2026-08-06 14:16:00,,,Validated detection against SIEM and endpoint evidence.,Yes,No,No,INC00201
ALT00202,SIEM-900202,ORG00672,AST04811,AN16057,Ransomware,High,Closed,2026-08-13 16:14:00,2026-08-13 16:56:00,42,Checked endpoint telemetry and correlated network events.,Yes,Yes,Yes,
ALT00203,SIEM-900203,ORG00925,AST07316,AN04589,Impossible Travel,High,Closed,2026-08-08 00:00:00,2026-08-08 00:15:00,15,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT00204,SIEM-900204,ORG00466,AST10811,AN14127,Impossible Travel,Low,Closed,2026-08-16 15:41:00,2026-08-16 16:17:00,36,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT00205,SIEM-900205,ORG00439,AST01582,AN12508,Impossible Travel,High,Closed,2026-08-24 03:48:00,2026-08-24 03:57:00,9,Investigated user activity and historical baseline.,Yes,No,No,
ALT00206,SIEM-900206,ORG00915,AST23106,AN07962,Malware,High,Closed,2026-09-02 18:36:00,2026-09-02 20:00:00,84,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,
ALT00207,SIEM-900207,ORG00865,AST22802,AN11707,Anomalous Process,High,Closed,2026-09-03 23:10:00,2026-09-03 23:24:00,14,Investigated user activity and historical baseline.,Yes,No,No,
ALT00208,SIEM-900208,ORG00526,AST12387,AN17771,Ransomware,Medium,Closed,2026-09-04 01:01:00,2026-09-04 01:21:00,20,Checked endpoint telemetry and correlated network events.,No,Yes,No,
ALT00209,SIEM-900209,ORG00366,AST07861,AN04339,Suspicious Login,Low,Investigating,2026-08-19 08:32:00,,,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT00210,SIEM-900210,ORG00435,AST05064,AN24331,Phishing,Low,Closed,2026-08-20 22:37:00,2026-08-20 23:14:00,37,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT00211,SIEM-900211,ORG00009,AST01319,AN23987,Ransomware,Low,Closed,2026-08-18 19:13:00,2026-08-18 19:40:00,27,Reviewed authentication logs and source IP.,Yes,No,Yes,
ALT00212,SIEM-900212,ORG00152,AST04846,AN00096,Suspicious Login,Medium,Open,2026-08-01 23:53:00,,,Reviewed authentication logs and source IP.,Yes,No,No,
ALT00213,SIEM-900213,ORG00960,AST14622,AN11999,Brute Force,Medium,Closed,2026-08-28 18:09:00,2026-08-28 18:39:00,30,Investigated user activity and historical baseline.,Yes,No,No,
ALT00214,SIEM-900214,ORG00868,AST07761,AN00520,Anomalous Process,High,Closed,2026-08-16 22:47:00,2026-08-16 23:11:00,24,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT00215,SIEM-900215,ORG00166,AST24524,AN02842,Malware,High,Closed,2026-08-12 12:29:00,2026-08-12 12:46:00,17,Investigated user activity and historical baseline.,Yes,Yes,Yes,
ALT00216,SIEM-900216,ORG00661,AST08808,AN10114,Phishing,Medium,Escalated,2026-08-13 15:40:00,,,Checked endpoint telemetry and correlated network events.,Yes,Yes,Yes,INC00216
ALT00217,SIEM-900217,ORG00120,AST21496,AN04224,Data Exfiltration,Medium,Closed,2026-08-03 13:40:00,2026-08-03 14:33:00,53,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,
ALT00218,SIEM-900218,ORG00465,AST14559,AN00602,Impossible Travel,Low,Closed,2026-08-17 10:41:00,2026-08-17 11:27:00,46,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT00219,SIEM-900219,ORG00154,AST05118,AN02011,Suspicious Login,High,Closed,2026-08-18 19:51:00,2026-08-18 20:10:00,19,Reviewed authentication logs and source IP.,Yes,Yes,No,
ALT00220,SIEM-900220,ORG00184,AST08025,AN21623,Anomalous Process,Critical,Open,2026-08-07 06:26:00,,,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,
ALT00221,SIEM-900221,ORG00472,AST22070,AN08878,Port Scan,Medium,Escalated,2026-08-28 14:31:00,,,Validated detection against SIEM and endpoint evidence.,No,Yes,Yes,INC00221
ALT00222,SIEM-900222,ORG00672,AST18811,AN07617,Privilege Escalation,Low,Closed,2026-09-08 12:54:00,2026-09-08 13:26:00,32,Investigated user activity and historical baseline.,No,No,No,
ALT00223,SIEM-900223,ORG00741,AST24335,AN17553,Port Scan,Medium,Closed,2026-08-13 03:47:00,2026-08-13 04:31:00,44,Checked endpoint telemetry and correlated network events.,Yes,No,No,
ALT00224,SIEM-900224,ORG00970,AST11191,AN06816,Data Exfiltration,Low,Closed,2026-09-04 22:14:00,2026-09-04 22:22:00,8,Investigated user activity and historical baseline.,Yes,No,Yes,
ALT00225,SIEM-900225,ORG00826,AST02076,AN22590,Phishing,High,Closed,2026-09-03 11:13:00,2026-09-03 12:06:00,53,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,
ALT00226,SIEM-900226,ORG00068,AST05216,AN00193,Impossible Travel,High,Open,2026-09-03 01:00:00,,,Validated detection against SIEM and endpoint evidence.,Yes,Yes,Yes,
ALT00227,SIEM-900227,ORG00784,AST17473,AN10818,Brute Force,Low,Investigating,2026-08-24 23:12:00,,,Investigated user activity and historical baseline.,Yes,No,No,
ALT00228,SIEM-900228,ORG00706,AST12864,AN05108,Anomalous Process,High,Closed,2026-09-01 17:46:00,2026-09-01 18:16:00,30,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT00229,SIEM-900229,ORG00657,AST03928,AN01310,Malware,Medium,Investigating,2026-08-18 02:58:00,,,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,
ALT00230,SIEM-900230,ORG00102,AST22784,AN15774,Ransomware,Medium,Closed,2026-08-05 21:39:00,2026-08-05 22:34:00,55,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT00231,SIEM-900231,ORG00719,AST22375,AN24693,Malware,Medium,Investigating,2026-08-04 11:25:00,,,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT00232,SIEM-900232,ORG00981,AST13664,AN22594,Port Scan,High,Escalated,2026-09-02 17:58:00,,,Reviewed authentication logs and source IP.,Yes,Yes,No,INC00232
ALT00233,SIEM-900233,ORG00976,AST10169,AN19180,Ransomware,Medium,Investigating,2026-08-08 05:58:00,,,Investigated user activity and historical baseline.,Yes,No,Yes,
ALT00234,SIEM-900234,ORG00545,AST11674,AN17168,Anomalous Process,High,Closed,2026-08-10 20:53:00,2026-08-10 21:14:00,21,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,
ALT00235,SIEM-900235,ORG00449,AST00406,AN12998,Port Scan,Medium,Closed,2026-08-03 00:58:00,2026-08-03 01:32:00,34,Validated detection against SIEM and endpoint evidence.,No,No,No,
ALT00236,SIEM-900236,ORG00804,AST01197,AN21614,Privilege Escalation,High,Escalated,2026-08-25 21:06:00,,,Investigated user activity and historical baseline.,Yes,Yes,No,INC00236
ALT00237,SIEM-900237,ORG00051,AST08529,AN14945,Port Scan,Medium,Closed,2026-08-02 03:50:00,2026-08-02 05:13:00,83,Validated detection against SIEM and endpoint evidence.,No,Yes,No,
ALT00238,SIEM-900238,ORG00941,AST19604,AN02352,Privilege Escalation,Medium,Closed,2026-08-21 01:00:00,2026-08-21 01:31:00,31,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT00239,SIEM-900239,ORG00302,AST12510,AN15903,Anomalous Process,Medium,Closed,2026-08-20 19:59:00,2026-08-20 20:50:00,51,Checked endpoint telemetry and correlated network events.,Yes,No,Yes,
ALT00240,SIEM-900240,ORG00825,AST11637,AN13435,Ransomware,Medium,Closed,2026-08-10 13:42:00,2026-08-10 13:59:00,17,Checked endpoint telemetry and correlated network events.,Yes,No,Yes,
ALT00241,SIEM-900241,ORG00012,AST17971,AN15152,Data Exfiltration,High,Closed,2026-08-02 03:21:00,2026-08-02 04:04:00,43,Validated detection against SIEM and endpoint evidence.,Yes,No,Yes,
ALT00242,SIEM-900242,ORG00087,AST05914,AN01905,Anomalous Process,Low,Escalated,2026-08-24 14:23:00,,,Reviewed authentication logs and source IP.,Yes,Yes,No,INC00242
ALT00243,SIEM-900243,ORG00519,AST11134,AN22058,Impossible Travel,Medium,Closed,2026-09-09 14:30:00,2026-09-09 15:01:00,31,Reviewed authentication logs and source IP.,No,Yes,No,
ALT00244,SIEM-900244,ORG00985,AST19288,AN10913,Ransomware,Medium,Investigating,2026-08-27 08:00:00,,,Checked endpoint telemetry and correlated network events.,No,No,Yes,
ALT00245,SIEM-900245,ORG00907,AST11027,AN20111,Brute Force,Medium,Closed,2026-08-01 09:19:00,2026-08-01 09:36:00,17,Checked endpoint telemetry and correlated network events.,Yes,Yes,Yes,
ALT00246,SIEM-900246,ORG00434,AST11911,AN01161,Phishing,Medium,Investigating,2026-08-19 07:54:00,,,Validated detection against SIEM and endpoint evidence.,No,No,No,
ALT00247,SIEM-900247,ORG00309,AST20172,AN02159,Data Exfiltration,Low,Closed,2026-08-28 05:25:00,2026-08-28 05:39:00,14,Reviewed authentication logs and source IP.,Yes,No,No,
ALT00248,SIEM-900248,ORG00967,AST02223,AN00475,Brute Force,High,Closed,2026-08-11 17:41:00,2026-08-11 18:03:00,22,Validated detection against SIEM and endpoint evidence.,No,Yes,No,
ALT00249,SIEM-900249,ORG00249,AST01031,AN12320,Phishing,Medium,Closed,2026-09-04 17:52:00,2026-09-04 18:55:00,63,Reviewed authentication logs and source IP.,Yes,Yes,No,
ALT00250,SIEM-900250,ORG00879,AST20325,AN21281,Malware,Medium,Closed,2026-08-09 09:41:00,2026-08-09 09:57:00,16,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT00251,SIEM-900251,ORG00348,AST19189,AN07682,Impossible Travel,Low,Closed,2026-08-13 19:50:00,2026-08-13 20:05:00,15,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT00252,SIEM-900252,ORG00532,AST10143,AN08930,Privilege Escalation,Low,Closed,2026-08-13 22:19:00,2026-08-13 23:04:00,45,Checked endpoint telemetry and correlated network events.,Yes,No,No,
ALT00253,SIEM-900253,ORG00804,AST23091,AN00923,Brute Force,Medium,Closed,2026-08-24 10:29:00,2026-08-24 11:01:00,32,Reviewed authentication logs and source IP.,Yes,Yes,No,
ALT00254,SIEM-900254,ORG00768,AST02101,AN17414,Phishing,Medium,Closed,2026-08-01 22:09:00,2026-08-01 22:23:00,14,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,
